playername,winningpercentage,WAR
Butch Hobson,0.468677494199536,1.73028878102469
Skip Schumaker,0.512048192771084,1.72952630165432
Don Gutteridge,0.392282958199357,1.71271943055556
Cito Gaston,0.516477272727273,1.68216958266667
Bob Melvin,0.513477088948787,1.59874217319753
Jimmy Burke,0.469251336898396,1.59498572858642
Ron Roenicke,0.503328894806924,1.56520520608642
Ken Aspromonte,0.452427184466019,1.51841379501852
Mike Matheny,0.520777479892761,1.50498109808642
Hughie Jennings,0.521995043370508,1.47268820048148
Paul Richards,0.49952335557674,1.45854758142593
Whitey Herzog,0.527788884446222,1.34488532958642
Joe Schultz,0.394736842105263,1.24181091370988
Bill Phillips,0.546052631578947,1.13890378923457
Joey Amalfitano,0.357142857142857,1.07368097982716
Gene Michael,0.509950248756219,1.05791911637037
Tony Pena,0.409937888198758,1.05051440338272
Bobby Cox,0.553421109432333,0.996539069537037
Johnny Neun,0.428571428571429,0.996285879808642
Bobby Valentine,0.504637436762226,0.975527451197531
Wilbert Robinson,0.490459553883365,0.885630597
Bob Kennedy,0.495741056218058,0.849002676759259
Roy Hartsfield,0.33984375,0.845728287697531
Chris Woodward,0.423694779116466,0.825101410932099
Russ Nixon,0.399653979238754,0.807847284858025
Bob Geren,0.474789915966387,0.783056513981482
Hugh Duffy,0.439384615384615,0.743493153716049
Bruce Bochy,0.501401214385801,0.733387298339506
Kaiser Wilhelm,0.380530973451327,0.697752834185185
Chip Hale,0.454268292682927,0.681448739308642
Lum Harris,0.485265225933202,0.634697947166667
Dallas Green,0.491005291005291,0.565562051388889
Chuck Cottier,0.451612903225806,0.517647462246914
Ron Washington,0.521008403361345,0.477836139185185
Ron Gardenhire,0.480946650621741,0.427093474450617
Branch Rickey,0.464640883977901,0.419133870290124
Lloyd McClendon,0.450856627592426,0.39071657595679
Bob Coleman,0.417948717948718,0.37733464191358
Joe Frazier,0.488151658767773,0.346950310148148
A.J. Hinch,0.526011560693642,0.277313664592593
Chuck Tanner,0.495550017799929,0.162644879753086
Jeff Torborg,0.469117647058824,0.145552591382716
Dale Sveum,0.397058823529412,0.13792721045679
Gene Mauch,0.483831455169035,0.120704526592593
Eddie Dyer,0.555208333333333,0.113307520450617
Pat Corrales,0.475369458128079,0.100272094858025
Gene Lamont,0.49554367201426,0.0864057768395062
Marcel Lachemann,0.488023952095808,0.0771872684135803
Eric Wedge,0.476846057571965,0.0568075684320988
Ralph Houk,0.516176907094093,0.0524237357283951
Jewel Ens,0.494714587737844,0.0384587047160494
Torey Lovullo,0.484076433121019,0.0377072311358026
Billy Meyer,0.39622641509434,0.021659027154321
Ray Miller,0.47246891651865,0.0188051200246914
Darrell Johnson,0.442413162705667,0.0161427344197531
John Gibbons,0.501563477173233,0.0125881834259259
Lee Fohl,0.467727674624226,0.0035460992962963
Charlie Fox,0.506493506493506,0.00165584414814815
Larry Rothschild,0.406882591093117,0.000877411567901235
Jeff Banister,0.508527131782946,0.000308641975308642
Charlie Montoyo,0.498942917547569,0
Fred Lake,0.457081545064378,0
Walter Alston,0.554582904222451,-9.67741913580247E-05
Cal Ermer,0.525773195876289,-0.000551948049382716
Sam Perlozzo,0.42,-0.000745341604938272
Jimy Williams,0.533606078316774,-0.00315025688271605
Bryan Price,0.419548872180451,-0.0037037037037037
Preston Gomez,0.4050901378579,-0.00415584414814815
Jimmy McAleer,0.438256658595642,-0.00435668856790123
Jim Manning,0.467391304347826,-0.00797546012345679
Don Wakamatsu,0.451827242524917,-0.01
John McCloskey,0.326126126126126,-0.0106900985
Joe McCarthy,0.608715917035656,-0.0109302802407407
George Bamberger,0.489882854100107,-0.0136493559691358
Herman Franks,0.54025974025974,-0.0213439582777778
Jim Marshall,0.408771929824561,-0.0214677491481482
Frank Quilici,0.492227979274611,-0.0226705058024692
Lefty Phillips,0.494866529774127,-0.0414754098395062
Dan Howley,0.414832925835371,-0.0441509434567901
Mickey Callaway,0.503086419753086,-0.0509876543148148
Bobby Mattick,0.395604395604396,-0.0552147855493827
Clyde King,0.504098360655738,-0.071923778574074
John Felske,0.494791666666667,-0.102687289907407
Jerry Manuel,0.506163886874547,-0.107317746283951
Jackie Moore,0.46045197740113,-0.107592592592593
Jack Onslow,0.362385321100917,-0.118081538611111
Jim Fanning,0.528384279475983,-0.13385322217284
Jim Tracy,0.491981672394044,-0.143223270555556
Lee Elia,0.441340782122905,-0.16027607367284
Bo Porter,0.366666666666667,-0.162025534820988
Tom Kelly,0.479783243017924,-0.163333333333333
Brad Mills,0.387445887445887,-0.168745613432099
Jack Hendricks,0.492607003891051,-0.184499613851852
Del Baker,0.526946107784431,-0.196971255753086
Rene Lachemann,0.434738955823293,-0.239366012876543
Ken Macha,0.538617886178862,-0.252288023537037
Mike Ferraro,0.440677966101695,-0.282508961166667
Mayo Smith,0.517501715854496,-0.32205882337037
Joe Altobelli,0.520881670533643,-0.352020737228395
Andy Green,0.430769230769231,-0.358734567901235
Fred Mitchell,0.456567060458652,-0.380162270364198
Tim Johnson,0.542682926829268,-0.404151330425926
Kevin Cash,0.542116630669546,-0.472911650617284
Jack O'Connor,0.303317535545024,-0.475600943802469
Doc Edwards,0.455263157894737,-0.480845731802469
Bobby Bragan,0.464870067372474,-0.487039991104938
Hal Lanier,0.520325203252033,-0.51248733445679
Charlie Metro,0.367231638418079,-0.518869678265432
Kerby Farrell,0.483870967741936,-0.611174074104938
John Russell,0.381147540983607,-0.792341697518519
Tony Muser,0.420707732634338,-0.824384964561728
Jerry Narron,0.462875197472354,-0.831464611604938
Charlie Manuel,0.548071700162955,-0.833653619462963
Pete Mackanin,0.436190476190476,-0.962599313691358
Sparky Anderson,0.545143136775141,-1.47096774148148
Ned Yost,0.475709288767975,-1.49005445296296
Terry Francona,0.54014598540146,-1.6149177315
Billy Hitchcock,0.515625,-2.40008575851235
Billy Hunter,0.569811320754717,-2.41514679735185
Bob Lillis,0.512962962962963,-2.64852792583333
