playername,year,realERA,adjustedERA,nextERA
Bob Friend,1961,3.98,3.85,3.10
Bob Friend,1962,3.10,3.00,2.35
Bob Friend,1963,2.35,2.21,3.33
Bob Friend,1964,3.33,3.23,3.24
Bob Friend,1965,3.24,3.08,4.49
Bob Gibson,1961,3.29,3.15,2.85
Bob Gibson,1962,2.85,2.62,3.43
Bob Gibson,1963,3.43,3.22,2.93
Bob Gibson,1964,2.93,2.83,3.12
Bob Gibson,1965,3.12,3.00,2.44
Bob Gibson,1966,2.44,2.34,2.98
Bob Gibson,1967,2.98,2.52,1.12
Bob Gibson,1968,1.12,1.03,2.18
Bob Gibson,1969,2.18,2.02,3.12
Bob Gibson,1970,3.12,2.96,3.04
Bob Gibson,1971,3.04,2.82,2.46
Bob Gibson,1972,2.46,2.29,2.77
Bob Gibson,1973,2.77,2.48,3.83
Bob Groom,1912,2.23,2.11,3.21
Bob Groom,1913,3.21,3.09,3.21
Bob Groom,1914,3.21,3.02,3.27
Bob Groom,1915,3.27,3.17,2.90
Bob Groom,1916,2.90,2.61,3.24
Bob Harmon,1911,2.93,2.66,3.74
Bob Harmon,1912,3.74,3.51,4.10
Bob Harmon,1913,4.10,3.99,2.73
Bob Harmon,1914,2.73,2.55,2.44
Bob Harmon,1915,2.44,2.22,2.85
Bob Harris,1940,4.91,4.69,5.32
Bob Hasty,1921,4.63,4.48,4.13
Bob Hasty,1922,4.13,4.01,4.61
Bob Hendley,1962,3.60,3.47,3.88
Bob Hendley,1963,3.88,3.71,3.66
Bob Hooper,1950,5.72,5.37,4.48
Bob Johnson,1970,2.96,2.72,3.48
Bob Kipper,1986,4.05,3.73,5.91
Bob Klinger,1938,3.21,3.09,4.59
Bob Klinger,1939,4.59,4.37,5.61
Bob Klinger,1942,3.58,3.44,2.44
Bob Knepper,1977,3.36,3.07,2.64
Bob Knepper,1978,2.64,2.51,4.64
Bob Knepper,1979,4.64,4.39,4.17
Bob Knepper,1980,4.17,3.88,2.18
Bob Knepper,1981,2.18,1.90,4.46
Bob Knepper,1982,4.46,4.27,3.52
Bob Knepper,1983,3.52,3.32,3.23
Bob Knepper,1984,3.23,3.07,3.55
Bob Knepper,1985,3.55,3.40,3.18
Bob Knepper,1986,3.18,2.91,5.36
Bob Knepper,1987,5.36,4.92,3.14
Bob Knepper,1988,3.14,2.85,5.41
Bob Kuzava,1949,3.75,3.54,4.38
Bob Kuzava,1950,4.38,4.19,4.51
Bob Lemon,1947,3.27,3.05,2.78
Bob Lemon,1948,2.78,2.64,3.05
Bob Lemon,1949,3.05,3.02,3.70
Bob Lemon,1950,3.70,3.54,3.62
Bob Lemon,1951,3.62,3.40,2.47
Bob Lemon,1952,2.47,2.12,3.30
Bob Lemon,1953,3.30,3.20,2.72
Bob Lemon,1954,2.72,2.59,3.96
Bob Lemon,1955,3.96,3.69,3.05
Bob Lemon,1956,3.05,2.88,4.53
Bob McClure,1982,4.31,4.26,4.52
Bob McClure,1983,4.52,4.38,4.99
Bob Milacki,1989,3.69,3.55,4.38
Bob Milacki,1990,4.38,4.12,4.25
Bob Milacki,1991,4.25,3.99,5.76
Bob Miller,1953,4.27,3.89,4.92
Bob Miller,1962,5.03,4.76,3.43
Bob Moose,1968,2.64,2.37,3.15
Bob Moose,1969,3.15,2.84,3.93
Bob Moose,1970,3.93,3.60,4.24
Bob Moose,1971,4.24,3.97,2.92
Bob Moose,1972,2.92,2.67,3.66
Bob Muncrief,1941,4.21,3.95,3.80
Bob Muncrief,1942,3.80,3.42,2.99
Bob Muncrief,1943,2.99,2.94,3.15
Bob Muncrief,1944,3.15,2.87,2.88
Bob Ojeda,1983,4.12,3.92,4.04
Bob Ojeda,1984,4.04,3.86,4.32
Bob Ojeda,1985,4.32,4.00,2.59
Bob Ojeda,1988,2.88,2.67,3.47
Bob Ojeda,1991,3.18,2.94,3.63
Bob Owchinko,1977,4.53,4.31,3.46
Bob Owchinko,1978,3.46,3.15,4.25
Bob Porterfield,1951,3.24,3.04,2.64
Bob Porterfield,1952,2.64,2.43,3.26
Bob Porterfield,1953,3.26,3.08,3.25
Bob Porterfield,1954,3.25,3.07,4.42
Bob Porterfield,1955,4.42,4.28,5.38
Bob Purkey,1957,3.98,3.68,3.62
Bob Purkey,1958,3.62,3.38,4.39
Bob Purkey,1959,4.39,4.17,3.78
Bob Purkey,1960,3.78,3.67,3.72
Bob Purkey,1961,3.72,3.53,2.81
Bob Purkey,1962,2.81,2.68,3.55
Bob Purkey,1963,3.55,3.21,3.20
Bob Rush,1949,4.35,4.11,3.74
Bob Rush,1950,3.74,3.57,3.84
Bob Rush,1951,3.84,3.70,2.59
Bob Rush,1952,2.59,2.52,4.55
Bob Rush,1953,4.55,4.42,3.69
Bob Rush,1954,3.69,3.56,3.50
Bob Rush,1955,3.50,3.39,3.19
Bob Rush,1956,3.19,3.00,4.33
Bob Rush,1957,4.33,4.12,3.85
Bob Sadowski,1963,2.64,2.43,4.25
Bob Shaw,1959,2.93,2.77,3.99
Bob Shaw,1960,3.99,3.76,4.01
Bob Shaw,1961,4.01,3.83,2.87
Bob Shaw,1962,2.87,2.75,3.21
Bob Shaw,1965,2.70,2.66,4.15
Bob Shawkey,1914,2.75,2.64,4.06
Bob Shawkey,1915,4.06,3.81,2.47
Bob Shawkey,1916,2.47,2.26,2.50
Bob Shawkey,1919,2.91,2.82,2.40
Bob Shawkey,1920,2.40,2.19,3.94
Bob Shawkey,1921,3.94,3.71,2.85
Bob Shawkey,1922,2.85,2.74,3.45
Bob Shawkey,1923,3.45,3.22,4.05
Bob Shawkey,1924,4.05,3.88,3.90
Bob Shirley,1977,3.80,3.52,3.93
Bob Shirley,1978,3.93,3.70,3.96
Bob Smith,1926,3.92,3.65,3.57
Bob Smith,1927,3.57,3.50,4.13
Bob Smith,1928,4.13,3.94,4.85
Bob Smith,1929,4.85,4.68,4.51
Bob Smith,1930,4.51,4.24,3.25
Bob Stanley,1979,3.98,3.76,4.60
Bob Steele,1916,3.56,3.38,3.23
Bob Tewksbury,1990,3.23,2.54,3.25
Bob Tewksbury,1991,3.25,3.05,2.18
Bob Tewksbury,1992,2.18,1.99,3.83
Bob Tewksbury,1993,3.83,3.63,5.32
Bob Tewksbury,1994,5.32,4.67,4.58
Bob Tewksbury,1995,4.58,4.41,4.20
Bob Tewksbury,1996,4.20,4.04,4.22
Bob Tewksbury,1997,4.22,4.02,4.83
Bob Turley,1954,3.49,3.32,3.10
Bob Turley,1955,3.10,2.95,4.70
Bob Turley,1956,4.70,4.49,2.67
Bob Turley,1957,2.67,2.45,2.95
Bob Turley,1958,2.95,2.72,4.26
Bob Turley,1959,4.26,4.02,3.64
Bob Veale,1964,2.73,2.55,2.85
Bob Veale,1965,2.85,2.70,3.02
Bob Veale,1966,3.02,2.93,3.66
Bob Veale,1967,3.66,3.49,2.02
Bob Veale,1968,2.02,1.87,3.23
Bob Veale,1969,3.23,2.91,3.91
Bob Walk,1988,2.71,2.49,4.55
Bob Walk,1989,4.55,4.23,3.82
Bob Walk,1990,3.82,3.52,3.77
Bob Walk,1991,3.77,3.31,3.38
Bob Walk,1992,3.38,2.97,5.68
Bob Weiland,1932,4.88,4.39,3.79
Bob Weiland,1937,3.45,3.23,3.65
Bob Weiland,1938,3.65,3.43,3.89
Bob Welch,1980,3.29,3.25,3.44
Bob Welch,1981,3.44,3.17,3.36
Bob Welch,1982,3.36,3.22,2.65
Bob Welch,1983,2.65,2.51,3.67
Bob Welch,1984,3.67,3.53,2.31
Bob Welch,1985,2.31,2.07,3.28
Bob Welch,1986,3.28,3.07,3.22
Bob Welch,1987,3.22,2.85,3.64
Bob Welch,1988,3.64,3.36,3.00
Bob Welch,1989,3.00,2.79,2.95
Bob Welch,1990,2.95,2.71,4.58
Bob Welch,1991,4.58,4.38,3.27
Bob Welch,1992,3.27,2.93,5.34
Bobby Bolin,1968,2.16,1.97,4.58
Bobby Bolin,1969,4.58,4.21,5.09
Bobby Castillo,1982,3.65,3.45,4.66
Bobby Jones,1994,3.15,2.85,4.19
Bobby Jones,1995,4.19,3.92,4.42
Bobby Jones,1996,4.42,4.16,4.06
Bobby Jones,1997,4.06,3.89,4.52
Bobby Jones,1998,4.52,4.42,5.95
Bobby Jones,1999,5.95,5.65,5.28
Bobby Jones,2000,5.28,5.16,5.12
Bobby Jones,2001,5.12,4.85,5.64
Bobby Shantz,1950,4.57,4.16,3.76
Bobby Shantz,1951,3.76,3.39,2.48
Bobby Shantz,1952,2.48,2.18,4.09
Bobby Witt,1986,5.48,5.24,4.92
Bobby Witt,1987,4.92,4.57,3.92
Bobby Witt,1988,3.92,3.60,5.14
Bobby Witt,1989,5.14,4.88,3.44
Bobby Witt,1992,4.29,4.15,4.29
Bobby Witt,1993,4.29,4.04,5.04
Bobby Witt,1994,5.04,4.79,4.13
Bobby Witt,1995,4.13,3.93,5.41
Bobby Witt,1996,5.41,5.26,4.90
Bobo Newsom,1934,4.06,3.82,4.49
Bobo Newsom,1935,4.49,4.21,4.35
Bobo Newsom,1936,4.35,4.26,4.85
Bobo Newsom,1937,4.85,4.73,5.15
Bobo Newsom,1938,5.15,4.99,3.64
Bobo Newsom,1939,3.64,3.51,2.87
Bobo Newsom,1940,2.87,2.77,4.53
Bobo Newsom,1941,4.53,4.39,4.78
Bobo Newsom,1942,4.78,4.62,4.24
Bobo Newsom,1943,4.24,4.04,2.83
Bobo Newsom,1944,2.83,2.61,3.18
Bobo Newsom,1945,3.18,3.04,3.08
Bobo Newsom,1946,3.08,2.89,3.45
Boo Ferriss,1945,2.98,2.75,3.27
Boo Ferriss,1946,3.27,3.14,3.74
Boof Bonser,2006,4.22,3.98,4.92
Brad Bergesen,2009,3.43,3.17,5.02
Brad Hogg,1918,2.47,2.31,4.39
Brad Keller,2018,3.28,2.97,4.19
Brad Keller,2021,5.39,5.03,4.93
Brad Penny,2000,4.65,4.28,3.69
Brad Penny,2001,3.69,3.42,4.66
Brad Penny,2002,4.66,4.35,4.13
Brad Penny,2003,4.13,4.00,3.15
Brad Penny,2004,3.15,3.10,3.90
Brad Penny,2005,3.90,3.69,4.34
Brad Penny,2006,4.34,4.22,3.03
Brad Radke,1995,5.26,4.95,4.46
Brad Radke,1996,4.46,4.24,3.87
Brad Radke,1997,3.87,3.67,4.30
Brad Radke,1998,4.30,4.02,3.75
Brad Radke,1999,3.75,3.53,4.45
Brad Radke,2000,4.45,4.21,3.94
Brad Radke,2001,3.94,3.78,4.72
Brad Radke,2002,4.72,4.65,4.49
Brad Radke,2003,4.49,4.21,3.48
Brad Radke,2004,3.48,3.27,4.04
Brad Radke,2005,4.04,3.85,4.32
Braden Looper,2007,4.90,4.60,4.16
Braden Looper,2008,4.16,3.90,5.22
Brady Singer,2021,4.91,4.72,3.11
Brady Singer,2022,3.11,2.78,5.52
Brandon McCarthy,2011,3.32,3.12,3.24
Brandon McCarthy,2012,3.24,2.84,4.53
Brandon McCarthy,2013,4.53,4.14,4.05
Brandon Morrow,2010,4.49,4.17,4.72
Brandon Morrow,2011,4.72,4.37,2.96
Brandon Webb,2003,2.86,2.61,3.59
Brandon Webb,2004,3.59,3.35,3.54
Brandon Webb,2005,3.54,3.30,3.10
Brandon Webb,2006,3.10,2.88,3.01
Brandon Webb,2007,3.01,2.84,3.30
Brandon Woodruff,2021,2.56,2.32,3.05
Brent Strom,1975,2.62,2.28,3.34
Bret Saberhagen,1984,4.09,3.75,2.87
Bret Saberhagen,1985,2.87,2.59,4.31
Bret Saberhagen,1986,4.31,3.84,3.36
Bret Saberhagen,1987,3.36,3.19,3.80
Bret Saberhagen,1988,3.80,3.61,2.08
Bret Saberhagen,1989,2.08,1.91,3.27
Bret Saberhagen,1990,3.27,3.02,3.07
Bret Saberhagen,1993,3.29,3.05,2.74
Bret Saberhagen,1994,2.74,2.49,4.18
Bret Saberhagen,1998,3.96,3.66,2.95
Brett Anderson,2009,4.06,3.60,2.80
Brett Cecil,2010,4.22,3.85,4.73
Brett Myers,2003,4.43,4.24,5.50
Brett Myers,2004,5.50,5.23,3.72
Brett Myers,2005,3.72,3.52,3.91
Brett Myers,2010,3.14,2.89,4.46
Brett Tomko,1997,3.15,2.84,4.44
Brett Tomko,1998,4.44,4.23,5.15
Brett Tomko,2002,4.49,4.12,5.02
Brett Tomko,2003,5.02,4.65,3.96
Brett Tomko,2004,3.96,3.55,4.53
Brian Anderson,1998,4.33,4.06,4.27
Brian Anderson,1999,4.27,3.92,4.08
Brian Anderson,2000,4.08,3.89,5.46
Brian Anderson,2001,5.46,4.82,4.89
Brian Anderson,2002,4.89,4.78,3.82
Brian Anderson,2003,3.82,3.62,5.88
Brian Bannister,2007,3.87,3.61,5.76
Brian Bannister,2008,5.76,5.30,4.73
Brian Bannister,2009,4.73,4.60,6.32
Brian Bohanon,1998,2.51,2.28,6.20
Brian Bohanon,1999,6.20,6.04,5.15
Brian Fisher,1987,4.26,3.98,5.33
Brian Holman,1989,3.64,3.36,4.03
Brian Holman,1990,4.03,3.82,3.69
Brian Kingman,1979,4.30,3.72,3.87
Brian Lawrence,2002,3.64,3.40,4.19
Brian Lawrence,2003,4.19,3.85,4.12
Brian Lawrence,2004,4.12,3.92,4.83
Brian Meadows,1998,5.21,4.92,5.60
Brian Meadows,1999,5.60,5.33,5.27
Brian Moehler,1997,4.67,4.40,3.90
Brian Moehler,1998,3.90,3.75,5.04
Brian Moehler,1999,5.04,4.85,4.50
Brian Moehler,2005,4.50,4.14,7.29
Brian Moehler,2008,4.43,4.14,5.47
Brian Tollberg,2000,3.58,3.16,4.30
Britt Burns,1980,2.75,2.50,2.66
Britt Burns,1981,2.66,2.43,4.04
Britt Burns,1982,4.04,3.70,3.66
Bronson Arroyo,2004,4.00,3.77,4.56
Bronson Arroyo,2005,4.56,4.30,3.29
Bronson Arroyo,2006,3.29,3.12,4.23
Bronson Arroyo,2007,4.23,3.96,4.77
Bronson Arroyo,2008,4.77,4.34,3.84
Bronson Arroyo,2009,3.84,3.49,3.88
Bronson Arroyo,2010,3.88,3.60,5.07
Bronson Arroyo,2011,5.07,4.82,3.74
Bronson Arroyo,2012,3.74,3.57,3.79
Brooks Lawrence,1956,4.21,4.12,3.47
Brooks Lawrence,1957,3.47,3.33,4.41
Bruce Berenyi,1981,3.18,2.85,3.36
Bruce Berenyi,1982,3.36,3.25,3.88
Bruce Berenyi,1983,3.88,3.72,4.49
Bruce Chen,2010,4.26,4.05,3.77
Bruce Chen,2011,3.77,3.28,5.07
Bruce Howard,1965,3.70,3.17,2.24
Bruce Hurst,1983,4.17,3.95,3.92
Bruce Hurst,1984,3.92,3.72,4.29
Bruce Hurst,1985,4.29,4.13,2.99
Bruce Hurst,1986,2.99,2.85,4.41
Bruce Hurst,1987,4.41,4.27,3.63
Bruce Hurst,1988,3.63,3.44,2.69
Bruce Hurst,1989,2.69,2.48,3.14
Bruce Hurst,1990,3.14,2.96,3.29
Bruce Hurst,1991,3.29,3.22,3.85
Bruce Kison,1975,3.35,3.05,3.13
Bruce Kison,1976,3.13,2.98,4.91
Bruce Kison,1982,3.06,2.68,4.46
Bruce Ruffin,1986,2.46,2.22,4.35
Bruce Ruffin,1989,4.51,4.22,5.24
Bryan Rekar,2000,4.51,4.14,5.89
Bryn Smith,1984,3.32,3.11,2.91
Bryn Smith,1985,2.91,2.73,3.94
Bryn Smith,1986,3.94,3.79,4.37
Bryn Smith,1987,4.37,4.01,3.00
Bryn Smith,1988,3.00,2.74,2.86
Bryn Smith,1989,2.86,2.65,4.28
Bryn Smith,1990,4.28,3.90,3.85
Bubba Church,1950,3.03,2.88,3.52
Bubba Church,1951,3.52,3.30,4.32
Bubba Church,1952,4.32,4.03,5.04
Buck Ross,1936,5.67,5.48,4.62
Buck Ross,1937,4.62,4.50,5.39
Buck Ross,1938,5.39,5.23,5.83
Buck Ross,1939,5.83,5.53,4.34
Bucky Brandon,1966,3.02,2.86,4.46
Bucky Walters,1935,4.19,4.08,3.90
Bucky Walters,1936,3.90,3.73,4.27
Bucky Walters,1937,4.27,3.98,4.19
Bucky Walters,1938,4.19,4.12,2.13
Bucky Walters,1939,2.13,1.99,2.48
Bucky Walters,1940,2.48,2.32,2.80
Bucky Walters,1941,2.80,2.67,2.53
Bucky Walters,1942,2.53,2.40,3.55
Bucky Walters,1943,3.55,3.34,2.40
Bucky Walters,1944,2.40,2.26,2.68
Bucky Walters,1945,2.68,2.44,2.56
Bucky Walters,1946,2.56,2.29,5.75
Bud Daley,1959,3.33,3.20,4.64
Bud Daley,1960,4.64,4.52,4.62
Bud Norris,2010,4.92,4.65,3.77
Bud Norris,2011,3.77,3.61,4.65
Bud Norris,2012,4.65,4.21,4.14
Bud Norris,2013,4.14,3.84,3.65
Bud Podbielan,1953,4.78,4.58,5.46
Bud Thomas,1937,4.80,4.68,5.21
Buddy Black,1983,3.79,3.60,3.12
Buddy Black,1984,3.12,2.88,4.33
Buddy Black,1989,3.43,3.18,3.56
Buddy Black,1990,3.56,3.25,3.99
Buddy Black,1991,3.99,3.85,3.97
Bullet Joe Bush,1913,3.79,3.30,3.02
Bullet Joe Bush,1914,3.02,2.73,3.97
Bullet Joe Bush,1915,3.97,3.61,2.38
Bullet Joe Bush,1916,2.38,2.25,2.30
Bullet Joe Bush,1917,2.30,2.18,2.23
Bullet Joe Bush,1920,4.46,4.28,3.77
Bullet Joe Bush,1921,3.77,3.62,3.52
Bullet Joe Bush,1922,3.52,3.37,3.43
Bullet Joe Bush,1923,3.43,3.25,3.56
Bullet Joe Bush,1924,3.56,3.49,5.10
Bullet Joe Bush,1925,5.10,4.71,4.75
Bump Hadley,1927,2.84,2.76,3.53
Bump Hadley,1928,3.53,3.35,5.36
Bump Hadley,1929,5.36,5.18,3.90
Bump Hadley,1932,5.38,5.20,3.98
Bump Hadley,1933,3.98,3.79,4.40
Bump Hadley,1934,4.40,4.30,4.94
Bump Hadley,1935,4.94,4.76,4.99
Bump Hadley,1936,4.99,4.64,5.11
Bump Hadley,1937,5.11,4.93,3.72
Bump Hadley,1938,3.72,3.55,2.85
Burleigh Grimes,1917,4.04,3.80,1.87
Burleigh Grimes,1918,1.87,1.76,3.55
Burleigh Grimes,1919,3.55,3.24,2.30
Burleigh Grimes,1920,2.30,2.07,2.86
Burleigh Grimes,1921,2.86,2.76,4.48
Burleigh Grimes,1922,4.48,4.36,3.42
Burleigh Grimes,1923,3.42,3.27,3.85
Burleigh Grimes,1924,3.85,3.70,5.08
Burleigh Grimes,1925,5.08,4.91,3.71
Burleigh Grimes,1926,3.71,3.49,3.69
Burleigh Grimes,1927,3.69,3.53,3.40
Burleigh Grimes,1928,3.40,3.30,3.00
Burleigh Grimes,1929,3.00,2.84,4.23
Burleigh Grimes,1930,4.23,3.95,3.71
Burleigh Grimes,1931,3.71,3.20,4.71
Burt Hooton,1972,2.88,2.70,3.71
Burt Hooton,1973,3.71,3.54,4.58
Burt Hooton,1974,4.58,4.21,2.91
Burt Hooton,1975,2.91,2.77,3.26
Burt Hooton,1976,3.26,2.88,2.63
Burt Hooton,1977,2.63,2.49,2.71
Burt Hooton,1978,2.71,2.51,2.97
Burt Hooton,1979,2.97,2.93,3.68
Burt Hooton,1980,3.68,3.38,2.28
Burt Hooton,1981,2.28,2.10,4.03
Burt Hooton,1982,4.03,3.57,4.04
Buster Narum,1964,4.38,4.18,5.10
Byron Houck,1912,2.63,2.57,4.50
Byung-Hyun Kim,2005,4.37,4.05,5.57
Byung-Hyun Kim,2006,5.57,5.29,5.93
C.J. Wilson,2010,3.35,3.11,2.94
C.J. Wilson,2011,2.94,2.79,3.83
C.J. Wilson,2012,3.83,3.65,3.39
C.J. Wilson,2013,3.39,3.20,4.51
C.J. Wilson,2014,4.51,4.32,3.89
Cal Eldred,1992,1.79,1.52,4.01
Cal Eldred,1993,4.01,3.85,4.68
Cal Eldred,1997,4.99,4.79,4.80
Cal McLish,1958,2.89,2.74,3.58
Cal McLish,1959,3.58,3.38,4.77
Cal McLish,1960,4.77,4.47,4.55
Cal McLish,1961,4.55,4.35,3.71
Cal McLish,1962,3.71,3.41,3.22
Cal Quantrill,2021,3.12,2.78,3.38
Camilo Pascual,1956,6.32,6.11,4.14
Camilo Pascual,1957,4.14,3.86,3.23
Camilo Pascual,1958,3.23,3.07,2.64
Camilo Pascual,1959,2.64,2.49,2.95
Camilo Pascual,1960,2.95,2.69,3.42
Camilo Pascual,1961,3.42,3.26,3.37
Camilo Pascual,1962,3.37,3.18,2.46
Camilo Pascual,1963,2.46,2.32,3.30
Camilo Pascual,1964,3.30,3.17,3.35
Camilo Pascual,1967,3.32,3.03,2.69
Carl Erskine,1951,4.83,4.53,2.74
Carl Erskine,1952,2.74,2.55,3.56
Carl Erskine,1953,3.56,3.40,4.17
Carl Erskine,1954,4.17,4.03,3.72
Carl Erskine,1955,3.72,3.42,4.20
Carl Fischer,1931,4.93,4.74,5.48
Carl Fischer,1932,5.48,5.19,3.85
Carl Hubbell,1928,3.21,3.04,3.86
Carl Hubbell,1929,3.86,3.68,4.19
Carl Hubbell,1930,4.19,4.04,2.81
Carl Hubbell,1931,2.81,2.62,2.56
Carl Hubbell,1932,2.56,2.44,1.77
Carl Hubbell,1933,1.77,1.66,2.35
Carl Hubbell,1934,2.35,2.17,3.24
Carl Hubbell,1935,3.24,3.14,2.27
Carl Hubbell,1936,2.27,2.17,3.33
Carl Hubbell,1937,3.33,2.95,3.13
Carl Hubbell,1938,3.13,2.80,2.86
Carl Hubbell,1939,2.86,2.72,3.83
Carl Hubbell,1940,3.83,3.67,3.65
Carl Hubbell,1941,3.65,3.53,3.74
Carl Mays,1916,2.40,2.12,1.81
Carl Mays,1917,1.81,1.69,2.04
Carl Mays,1918,2.04,1.91,2.03
Carl Mays,1919,2.03,1.89,3.28
Carl Mays,1920,3.28,3.16,3.08
Carl Mays,1921,3.08,2.94,3.66
Carl Morton,1970,3.61,3.46,4.81
Carl Morton,1971,4.81,4.70,3.92
Carl Morton,1972,3.92,3.65,3.42
Carl Morton,1973,3.42,3.30,3.15
Carl Morton,1974,3.15,3.01,3.50
Carl Morton,1975,3.50,3.33,4.07
Carl Pavano,1998,4.07,3.69,5.59
Carl Pavano,2002,5.42,5.10,4.30
Carl Pavano,2003,4.30,4.03,3.00
Carl Pavano,2009,5.10,4.72,3.75
Carl Pavano,2010,3.75,3.51,4.30
Carl Scheib,1948,3.91,3.69,5.29
Carl Weilman,1913,3.78,3.61,2.13
Carl Weilman,1914,2.13,1.87,2.73
Carl Weilman,1915,2.73,2.58,2.21
Carl Weilman,1919,2.25,2.03,4.35
Carl Willey,1960,4.35,4.01,4.03
Carlos Carrasco,2015,3.63,3.53,3.32
Carlos Carrasco,2016,3.32,3.32,3.29
Carlos Carrasco,2017,3.29,3.09,3.33
Carlos Martinez,2015,3.04,2.74,3.04
Carlos Martinez,2016,3.04,2.62,3.64
Carlos Martinez,2017,3.64,3.43,3.41
Carlos Perez,1997,3.85,3.53,3.59
Carlos Rodon,2015,3.79,3.32,4.04
Carlos Rodon,2021,2.37,2.17,2.88
Carlos Silva,2004,4.21,3.99,3.44
Carlos Silva,2005,3.44,3.27,6.13
Carlos Silva,2006,6.13,5.75,4.19
Carlos Silva,2007,4.19,3.93,6.46
Carlos Zambrano,2003,3.11,3.01,2.75
Carlos Zambrano,2004,2.75,2.50,3.26
Carlos Zambrano,2005,3.26,2.96,3.41
Carlos Zambrano,2006,3.41,3.26,3.95
Carlos Zambrano,2007,3.95,3.69,3.91
Carlos Zambrano,2008,3.91,3.56,3.77
Carlos Zambrano,2009,3.77,3.44,3.19
Carlos Zambrano,2010,3.19,2.58,4.82
Carlos Zambrano,2011,4.82,4.46,4.54
Carmen Hill,1927,3.23,3.09,3.67
Casey Fossum,2004,6.65,6.27,5.07
Casey Fossum,2005,5.07,4.76,5.33
Casey Patten,1901,3.95,3.84,4.08
Casey Patten,1902,4.08,3.67,3.67
Casey Patten,1903,3.67,3.49,3.17
Catfish Hunter,1965,4.37,4.16,4.14
Catfish Hunter,1966,4.14,3.90,2.81
Catfish Hunter,1967,2.81,2.62,3.38
Catfish Hunter,1968,3.38,3.28,3.34
Catfish Hunter,1969,3.34,3.17,3.81
Catfish Hunter,1970,3.81,3.72,2.96
Catfish Hunter,1971,2.96,2.81,2.06
Catfish Hunter,1972,2.06,1.97,3.34
Catfish Hunter,1973,3.34,3.16,2.49
Catfish Hunter,1974,2.49,2.36,2.58
Catfish Hunter,1975,2.58,2.44,3.53
Catfish Hunter,1976,3.53,3.41,4.71
Catfish Hunter,1977,4.71,4.48,3.46
Catfish Hunter,1978,3.46,3.00,5.31
CC Sabathia,2001,4.39,4.22,4.37
CC Sabathia,2002,4.37,4.11,3.60
CC Sabathia,2003,3.60,3.35,4.12
CC Sabathia,2004,4.12,3.89,4.03
CC Sabathia,2005,4.03,3.70,3.22
CC Sabathia,2006,3.22,2.84,3.21
CC Sabathia,2007,3.21,3.00,2.70
CC Sabathia,2008,2.70,2.42,3.37
CC Sabathia,2009,3.37,3.21,3.18
CC Sabathia,2010,3.18,2.98,3.00
CC Sabathia,2011,3.00,2.80,3.38
CC Sabathia,2012,3.38,3.20,4.78
CC Sabathia,2015,4.73,4.47,3.91
CC Sabathia,2016,3.91,3.68,3.69
CC Sabathia,2017,3.69,3.23,3.65
CC Sabathia,2018,3.65,3.40,4.99
Chad Bettis,2015,4.23,3.51,4.79
Chad Billingsley,2007,3.38,3.09,3.16
Chad Billingsley,2008,3.16,3.02,3.98
Chad Billingsley,2009,3.98,3.73,3.57
Chad Billingsley,2010,3.57,3.31,4.21
Chad Billingsley,2011,4.21,3.96,3.55
Chad Ogea,1996,4.16,3.87,4.99
Chan Ho Park,1997,3.40,3.23,3.71
Chan Ho Park,1998,3.71,3.39,5.23
Chan Ho Park,1999,5.23,4.70,3.27
Chan Ho Park,2000,3.27,2.99,3.35
Chan Ho Park,2001,3.35,3.12,5.75
Chan Ho Park,2005,5.78,5.34,4.70
Charles Hudson,1983,3.35,3.16,4.04
Charles Hudson,1984,4.04,3.83,3.89
Charles Hudson,1985,3.89,3.61,5.24
Charles Nagy,1991,4.13,3.95,2.96
Charles Nagy,1994,3.45,3.28,4.55
Charles Nagy,1995,4.55,4.26,3.41
Charles Nagy,1996,3.41,3.22,4.28
Charles Nagy,1997,4.28,4.01,5.22
Charles Nagy,1998,5.22,4.91,4.84
Charley Schanz,1944,3.73,3.45,4.44
Charlie Hough,1982,3.95,3.77,3.23
Charlie Hough,1983,3.23,3.05,3.76
Charlie Hough,1984,3.76,3.38,3.31
Charlie Hough,1985,3.31,3.18,3.79
Charlie Hough,1986,3.79,3.58,3.79
Charlie Hough,1987,3.79,3.58,3.32
Charlie Hough,1988,3.32,3.14,4.35
Charlie Hough,1989,4.35,4.17,4.07
Charlie Hough,1990,4.07,3.82,3.95
Charlie Hough,1991,3.95,3.76,3.93
Charlie Hough,1992,3.93,3.74,4.27
Charlie Hough,1993,4.27,4.05,5.15
Charlie Lea,1982,3.24,3.13,3.12
Charlie Lea,1983,3.12,2.95,2.89
Charlie Leibrandt,1984,3.63,3.31,2.69
Charlie Leibrandt,1985,2.69,2.57,4.12
Charlie Leibrandt,1986,4.12,3.90,3.41
Charlie Leibrandt,1987,3.41,3.23,3.19
Charlie Leibrandt,1988,3.19,2.62,5.40
Charlie Leibrandt,1989,5.40,5.09,3.16
Charlie Leibrandt,1990,3.16,2.94,3.49
Charlie Leibrandt,1991,3.49,3.29,3.39
Charlie Leibrandt,1992,3.39,3.14,4.55
Charlie Morton,2013,3.26,2.91,3.72
Charlie Morton,2014,3.72,3.50,4.81
Charlie Morton,2017,3.62,3.43,3.13
Charlie Morton,2018,3.13,2.89,3.05
Charlie Morton,2021,3.34,3.22,4.34
