playername,year,realERA,adjustedERA,nextERA
Bob Friend,1962,3.10,2.42,2.35
Bob Friend,1963,2.35,1.86,3.33
Bob Friend,1964,3.33,2.70,3.24
Bob Friend,1965,3.24,2.49,4.49
Bob Gibson,1961,3.29,2.54,2.85
Bob Gibson,1962,2.85,1.91,3.43
Bob Gibson,1963,3.43,2.58,2.93
Bob Gibson,1964,2.93,2.27,3.12
Bob Gibson,1965,3.12,2.52,2.44
Bob Gibson,1966,2.44,1.92,2.98
Bob Gibson,1967,2.98,1.72,1.12
Bob Gibson,1968,1.12,0.56,2.18
Bob Gibson,1969,2.18,1.70,3.12
Bob Gibson,1970,3.12,2.38,3.04
Bob Gibson,1971,3.04,2.01,2.46
Bob Gibson,1972,2.46,1.77,2.77
Bob Gibson,1973,2.77,1.82,3.83
Bob Groom,1912,2.23,1.76,3.21
Bob Groom,1913,3.21,2.42,3.21
Bob Groom,1914,3.21,2.44,3.27
Bob Groom,1915,3.27,2.18,2.90
Bob Groom,1916,2.90,2.25,3.24
Bob Harmon,1911,2.93,1.50,3.74
Bob Harmon,1912,3.74,2.85,4.10
Bob Harmon,1913,4.10,3.26,2.73
Bob Harmon,1914,2.73,1.90,2.44
Bob Harmon,1915,2.44,1.54,2.85
Bob Harris,1940,4.91,4.32,5.32
Bob Hasty,1921,4.63,3.34,4.13
Bob Hasty,1922,4.13,3.22,4.61
Bob Hendley,1962,3.60,2.73,3.88
Bob Hendley,1963,3.88,2.69,3.66
Bob Hooper,1950,5.72,4.36,4.48
Bob Johnson,1970,2.96,2.08,3.48
Bob Kipper,1986,4.05,2.62,5.91
Bob Klinger,1938,3.21,2.33,4.59
Bob Klinger,1939,4.59,3.56,5.61
Bob Klinger,1942,3.58,2.14,2.44
Bob Knepper,1977,3.36,2.30,2.64
Bob Knepper,1978,2.64,2.06,4.64
Bob Knepper,1979,4.64,3.47,4.17
Bob Knepper,1980,4.17,3.16,2.18
Bob Knepper,1981,2.18,1.22,4.46
Bob Knepper,1982,4.46,3.52,3.52
Bob Knepper,1983,3.52,2.85,3.23
Bob Knepper,1984,3.23,2.42,3.55
Bob Knepper,1985,3.55,2.73,3.18
Bob Knepper,1986,3.18,2.54,5.36
Bob Knepper,1987,5.36,4.28,3.14
Bob Knepper,1988,3.14,2.04,5.41
Bob Kuzava,1949,3.75,2.60,4.38
Bob Kuzava,1950,4.38,3.39,4.51
Bob Lemon,1947,3.27,2.29,2.78
Bob Lemon,1948,2.78,2.18,3.05
Bob Lemon,1949,3.05,2.60,3.70
Bob Lemon,1950,3.70,2.93,3.62
Bob Lemon,1951,3.62,2.74,2.47
Bob Lemon,1952,2.47,1.66,3.30
Bob Lemon,1953,3.30,2.53,2.72
Bob Lemon,1954,2.72,2.00,3.96
Bob Lemon,1955,3.96,3.15,3.05
Bob Lemon,1956,3.05,2.24,4.53
Bob McClure,1982,4.31,3.38,4.52
Bob McClure,1983,4.52,3.45,4.99
Bob Milacki,1989,3.69,2.93,4.38
Bob Milacki,1990,4.38,3.12,4.25
Bob Milacki,1991,4.25,3.05,5.76
Bob Miller,1953,4.27,2.91,4.92
Bob Miller,1962,5.03,3.76,3.43
Bob Moose,1968,2.64,1.35,3.15
Bob Moose,1969,3.15,1.95,3.93
Bob Moose,1970,3.93,2.75,4.24
Bob Moose,1971,4.24,2.83,2.92
Bob Moose,1972,2.92,2.11,3.66
Bob Muncrief,1941,4.21,2.99,3.80
Bob Muncrief,1942,3.80,2.72,2.99
Bob Muncrief,1943,2.99,2.25,3.15
Bob Muncrief,1944,3.15,2.29,2.88
Bob Ojeda,1983,4.12,3.10,4.04
Bob Ojeda,1984,4.04,3.16,4.32
Bob Ojeda,1985,4.32,3.03,2.59
Bob Ojeda,1988,2.88,2.06,3.47
Bob Ojeda,1991,3.18,2.42,3.63
Bob Owchinko,1977,4.53,3.58,3.46
Bob Owchinko,1978,3.46,2.79,4.25
Bob Porterfield,1951,3.24,2.00,2.64
Bob Porterfield,1952,2.64,1.84,3.26
Bob Porterfield,1953,3.26,2.31,3.25
Bob Porterfield,1954,3.25,2.52,4.42
Bob Porterfield,1955,4.42,3.42,5.38
Bob Purkey,1957,3.98,2.82,3.62
Bob Purkey,1958,3.62,3.00,4.39
Bob Purkey,1959,4.39,3.35,3.78
Bob Purkey,1960,3.78,3.12,3.72
Bob Purkey,1961,3.72,2.93,2.81
Bob Purkey,1962,2.81,2.23,3.55
Bob Purkey,1963,3.55,2.28,3.20
Bob Rush,1949,4.35,2.91,3.74
Bob Rush,1950,3.74,2.79,3.84
Bob Rush,1951,3.84,3.06,2.59
Bob Rush,1952,2.59,1.78,4.55
Bob Rush,1953,4.55,3.49,3.69
Bob Rush,1954,3.69,2.85,3.50
Bob Rush,1955,3.50,2.72,3.19
Bob Rush,1956,3.19,2.55,4.33
Bob Rush,1957,4.33,3.35,3.85
Bob Sadowski,1963,2.64,1.59,4.25
Bob Shaw,1959,2.93,2.22,3.99
Bob Shaw,1960,3.99,3.19,4.01
Bob Shaw,1961,4.01,3.29,2.87
Bob Shaw,1962,2.87,2.07,3.21
Bob Shaw,1965,2.70,2.11,4.15
Bob Shawkey,1914,2.75,2.14,4.06
Bob Shawkey,1915,4.06,2.95,2.47
Bob Shawkey,1916,2.47,1.66,2.50
Bob Shawkey,1919,2.91,2.08,2.40
Bob Shawkey,1920,2.40,1.88,3.94
Bob Shawkey,1921,3.94,2.96,2.85
Bob Shawkey,1922,2.85,2.18,3.45
Bob Shawkey,1923,3.45,2.59,4.05
Bob Shawkey,1924,4.05,3.16,3.90
Bob Shirley,1977,3.80,2.64,3.93
Bob Shirley,1978,3.93,2.61,3.96
Bob Smith,1926,3.92,2.54,3.57
Bob Smith,1927,3.57,3.09,4.13
Bob Smith,1928,4.13,2.87,4.85
Bob Smith,1929,4.85,3.97,4.51
Bob Smith,1930,4.51,3.39,3.25
Bob Stanley,1979,3.98,2.92,4.60
Bob Steele,1916,3.56,2.36,3.23
Bob Tewksbury,1990,3.23,2.12,3.25
Bob Tewksbury,1991,3.25,2.46,2.18
Bob Tewksbury,1992,2.18,1.48,3.83
Bob Tewksbury,1993,3.83,3.03,5.32
Bob Tewksbury,1994,5.32,4.04,4.58
Bob Tewksbury,1995,4.58,3.05,4.20
Bob Tewksbury,1996,4.20,3.17,4.22
Bob Tewksbury,1997,4.22,3.16,4.83
Bob Turley,1954,3.49,2.58,3.10
Bob Turley,1955,3.10,2.36,4.70
Bob Turley,1956,4.70,3.62,2.67
Bob Turley,1957,2.67,1.54,2.95
Bob Turley,1958,2.95,2.08,4.26
Bob Turley,1959,4.26,2.54,3.64
Bob Veale,1964,2.73,2.19,2.85
Bob Veale,1965,2.85,2.27,3.02
Bob Veale,1966,3.02,2.09,3.66
Bob Veale,1967,3.66,2.72,2.02
Bob Veale,1968,2.02,1.55,3.23
Bob Veale,1969,3.23,2.44,3.91
Bob Walk,1988,2.71,1.99,4.55
Bob Walk,1989,4.55,3.44,3.82
Bob Walk,1990,3.82,2.48,3.77
Bob Walk,1991,3.77,2.38,3.38
Bob Walk,1992,3.38,2.06,5.68
Bob Weiland,1932,4.88,3.75,3.79
Bob Weiland,1937,3.45,2.74,3.65
Bob Weiland,1938,3.65,2.95,3.89
Bob Welch,1980,3.29,2.48,3.44
Bob Welch,1981,3.44,2.60,3.36
Bob Welch,1982,3.36,2.55,2.65
Bob Welch,1983,2.65,2.03,3.67
Bob Welch,1984,3.67,2.74,2.31
Bob Welch,1985,2.31,1.44,3.28
Bob Welch,1986,3.28,2.46,3.22
Bob Welch,1987,3.22,2.32,3.64
Bob Welch,1988,3.64,2.73,3.00
Bob Welch,1989,3.00,2.21,2.95
Bob Welch,1990,2.95,2.16,4.58
Bob Welch,1991,4.58,3.39,3.27
Bob Welch,1992,3.27,1.96,5.34
Bobby Bolin,1968,2.16,1.36,4.58
Bobby Bolin,1969,4.58,3.36,5.09
Bobby Castillo,1982,3.65,2.84,4.66
Bobby Jones,1994,3.15,2.12,4.19
Bobby Jones,1995,4.19,3.20,4.42
Bobby Jones,1996,4.42,3.41,4.06
Bobby Jones,1997,4.06,3.08,4.52
Bobby Jones,1998,4.52,4.05,5.95
Bobby Jones,1999,5.95,4.63,5.28
Bobby Jones,2000,5.28,4.01,5.12
Bobby Jones,2001,5.12,4.15,5.64
Bobby Shantz,1950,4.57,3.56,3.76
Bobby Shantz,1951,3.76,2.48,2.48
Bobby Shantz,1952,2.48,1.58,4.09
Bobby Witt,1986,5.48,4.24,4.92
Bobby Witt,1987,4.92,3.40,3.92
Bobby Witt,1988,3.92,2.83,5.14
Bobby Witt,1989,5.14,4.24,3.44
Bobby Witt,1992,4.29,3.54,4.29
Bobby Witt,1993,4.29,3.18,5.04
Bobby Witt,1994,5.04,3.55,4.13
Bobby Witt,1995,4.13,2.91,5.41
Bobby Witt,1996,5.41,4.51,4.90
Bobo Newsom,1934,4.06,3.21,4.49
Bobo Newsom,1935,4.49,3.47,4.35
Bobo Newsom,1936,4.35,3.68,4.85
Bobo Newsom,1937,4.85,4.11,5.15
Bobo Newsom,1938,5.15,4.34,3.64
Bobo Newsom,1939,3.64,2.88,2.87
Bobo Newsom,1940,2.87,2.25,4.53
Bobo Newsom,1941,4.53,3.51,4.78
Bobo Newsom,1942,4.78,3.85,4.24
Bobo Newsom,1943,4.24,2.67,2.83
Bobo Newsom,1944,2.83,2.12,3.18
Bobo Newsom,1945,3.18,2.28,3.08
Bobo Newsom,1946,3.08,2.24,3.45
Boo Ferriss,1945,2.98,2.02,3.27
Boo Ferriss,1946,3.27,2.43,3.74
Boof Bonser,2006,4.22,3.04,4.92
Brad Bergesen,2009,3.43,2.45,5.02
Brad Hogg,1918,2.47,1.83,4.39
Brad Keller,2018,3.28,2.13,4.19
Brad Keller,2021,5.39,4.07,4.93
Brad Penny,2000,4.65,3.21,3.69
Brad Penny,2001,3.69,2.72,4.66
Brad Penny,2002,4.66,2.82,4.13
Brad Penny,2003,4.13,2.87,3.15
Brad Penny,2004,3.15,2.35,3.90
Brad Penny,2005,3.90,2.78,4.34
Brad Penny,2006,4.34,3.38,3.03
Brad Radke,1995,5.26,4.28,4.46
Brad Radke,1996,4.46,3.59,3.87
Brad Radke,1997,3.87,2.94,4.30
Brad Radke,1998,4.30,3.12,3.75
Brad Radke,1999,3.75,2.78,4.45
Brad Radke,2000,4.45,3.50,3.94
Brad Radke,2001,3.94,3.14,4.72
Brad Radke,2002,4.72,3.46,4.49
Brad Radke,2003,4.49,3.43,3.48
Brad Radke,2004,3.48,2.17,4.04
Brad Radke,2005,4.04,3.28,4.32
Braden Looper,2007,4.90,3.51,4.16
Braden Looper,2008,4.16,2.69,5.22
Brady Singer,2021,4.91,3.41,3.11
Brady Singer,2022,3.11,2.00,5.52
Brandon McCarthy,2011,3.32,2.42,3.24
Brandon McCarthy,2012,3.24,2.00,4.53
Brandon McCarthy,2013,4.53,3.13,4.05
Brandon Morrow,2010,4.49,2.89,4.72
Brandon Morrow,2011,4.72,3.39,2.96
Brandon Webb,2003,2.86,2.17,3.59
Brandon Webb,2004,3.59,2.60,3.54
Brandon Webb,2005,3.54,2.78,3.10
Brandon Webb,2006,3.10,2.27,3.01
Brandon Webb,2007,3.01,2.16,3.30
Brandon Woodruff,2021,2.56,1.71,3.05
Brent Strom,1975,2.62,1.52,3.34
Bret Saberhagen,1984,4.09,2.37,2.87
Bret Saberhagen,1985,2.87,2.26,4.31
Bret Saberhagen,1986,4.31,3.06,3.36
Bret Saberhagen,1987,3.36,2.51,3.80
Bret Saberhagen,1988,3.80,2.84,2.08
Bret Saberhagen,1989,2.08,1.59,3.27
Bret Saberhagen,1990,3.27,2.29,3.07
Bret Saberhagen,1993,3.29,2.16,2.74
Bret Saberhagen,1994,2.74,2.02,4.18
Bret Saberhagen,1998,3.96,2.79,2.95
Brett Anderson,2009,4.06,2.95,2.80
Brett Cecil,2010,4.22,2.82,4.73
Brett Myers,2003,4.43,3.45,5.50
Brett Myers,2004,5.50,4.42,3.72
Brett Myers,2005,3.72,2.94,3.91
Brett Myers,2010,3.14,2.32,4.46
Brett Tomko,1997,3.15,2.17,4.44
Brett Tomko,1998,4.44,3.29,5.15
Brett Tomko,2002,4.49,2.84,5.02
Brett Tomko,2003,5.02,3.85,3.96
Brett Tomko,2004,3.96,2.35,4.53
Brian Anderson,1998,4.33,3.25,4.27
Brian Anderson,1999,4.27,2.50,4.08
Brian Anderson,2000,4.08,2.95,5.46
Brian Anderson,2001,5.46,3.71,4.89
Brian Anderson,2002,4.89,3.98,3.82
Brian Anderson,2003,3.82,2.85,5.88
Brian Bannister,2007,3.87,2.73,5.76
Brian Bannister,2008,5.76,4.17,4.73
Brian Bannister,2009,4.73,3.29,6.32
Brian Bohanon,1998,2.51,1.42,6.20
Brian Bohanon,1999,6.20,5.14,5.15
Brian Fisher,1987,4.26,3.23,5.33
Brian Holman,1989,3.64,2.75,4.03
Brian Holman,1990,4.03,3.30,3.69
Brian Kingman,1979,4.30,2.39,3.87
Brian Lawrence,2002,3.64,2.72,4.19
Brian Lawrence,2003,4.19,3.12,4.12
Brian Lawrence,2004,4.12,3.16,4.83
Brian Meadows,1998,5.21,4.07,5.60
Brian Meadows,1999,5.60,4.65,5.27
Brian Moehler,1997,4.67,3.51,3.90
Brian Moehler,1998,3.90,3.05,5.04
Brian Moehler,1999,5.04,3.96,4.50
Brian Moehler,2005,4.50,3.30,7.29
Brian Moehler,2008,4.43,3.10,5.47
Brian Tollberg,2000,3.58,2.12,4.30
Britt Burns,1980,2.75,1.90,2.66
Britt Burns,1981,2.66,1.73,4.04
Britt Burns,1982,4.04,3.00,3.66
Bronson Arroyo,2004,4.00,2.88,4.56
Bronson Arroyo,2005,4.56,3.41,3.29
Bronson Arroyo,2006,3.29,2.44,4.23
Bronson Arroyo,2007,4.23,3.09,4.77
Bronson Arroyo,2008,4.77,3.46,3.84
Bronson Arroyo,2009,3.84,2.66,3.88
Bronson Arroyo,2010,3.88,2.61,5.07
Bronson Arroyo,2011,5.07,3.87,3.74
Bronson Arroyo,2012,3.74,3.04,3.79
Brooks Lawrence,1956,4.21,3.40,3.47
Brooks Lawrence,1957,3.47,2.87,4.41
Bruce Berenyi,1981,3.18,1.97,3.36
Bruce Berenyi,1982,3.36,2.38,3.88
Bruce Berenyi,1983,3.88,2.99,4.49
Bruce Chen,2010,4.26,3.27,3.77
Bruce Chen,2011,3.77,2.35,5.07
Bruce Howard,1965,3.70,2.32,2.24
Bruce Hurst,1983,4.17,3.36,3.92
Bruce Hurst,1984,3.92,2.97,4.29
Bruce Hurst,1985,4.29,3.51,2.99
Bruce Hurst,1986,2.99,2.27,4.41
Bruce Hurst,1987,4.41,3.47,3.63
Bruce Hurst,1988,3.63,2.77,2.69
Bruce Hurst,1989,2.69,1.93,3.14
Bruce Hurst,1990,3.14,2.37,3.29
Bruce Hurst,1991,3.29,2.75,3.85
Bruce Kison,1975,3.35,2.69,3.13
Bruce Kison,1976,3.13,2.16,4.91
Bruce Kison,1982,3.06,1.64,4.46
Bruce Ruffin,1986,2.46,1.71,4.35
Bruce Ruffin,1989,4.51,2.97,5.24
Bryan Rekar,2000,4.51,3.44,5.89
Bryn Smith,1984,3.32,2.38,2.91
Bryn Smith,1985,2.91,2.16,3.94
Bryn Smith,1986,3.94,3.21,4.37
Bryn Smith,1987,4.37,2.95,3.00
Bryn Smith,1988,3.00,2.07,2.86
Bryn Smith,1989,2.86,2.06,4.28
Bryn Smith,1990,4.28,2.95,3.85
Bubba Church,1950,3.03,1.54,3.52
Bubba Church,1951,3.52,2.72,4.32
Bubba Church,1952,4.32,3.13,5.04
Buck Ross,1936,5.67,4.45,4.62
Buck Ross,1937,4.62,3.53,5.39
Buck Ross,1938,5.39,4.54,5.83
Buck Ross,1939,5.83,4.41,4.34
Bucky Brandon,1966,3.02,1.88,4.46
Bucky Walters,1935,4.19,3.01,3.90
Bucky Walters,1936,3.90,2.88,4.27
Bucky Walters,1937,4.27,3.68,4.19
Bucky Walters,1938,4.19,3.27,2.13
Bucky Walters,1939,2.13,1.64,2.48
Bucky Walters,1940,2.48,2.04,2.80
Bucky Walters,1941,2.80,2.23,2.53
Bucky Walters,1942,2.53,1.86,3.55
Bucky Walters,1943,3.55,2.83,2.40
Bucky Walters,1944,2.40,1.62,2.68
Bucky Walters,1945,2.68,1.86,2.56
Bucky Walters,1946,2.56,1.85,5.75
Bud Daley,1959,3.33,2.50,4.64
Bud Daley,1960,4.64,3.92,4.62
Bud Norris,2010,4.92,3.93,3.77
Bud Norris,2011,3.77,2.96,4.65
Bud Norris,2012,4.65,2.90,4.14
Bud Norris,2013,4.14,2.76,3.65
Bud Podbielan,1953,4.78,3.66,5.46
Bud Thomas,1937,4.80,3.73,5.21
Buddy Black,1983,3.79,2.78,3.12
Buddy Black,1984,3.12,2.51,4.33
Buddy Black,1989,3.43,2.49,3.56
Buddy Black,1990,3.56,2.43,3.99
Buddy Black,1991,3.99,2.60,3.97
Bullet Joe Bush,1913,3.79,2.31,3.02
Bullet Joe Bush,1914,3.02,2.22,3.97
Bullet Joe Bush,1915,3.97,2.17,2.38
Bullet Joe Bush,1916,2.38,1.85,2.30
Bullet Joe Bush,1917,2.30,1.63,2.23
Bullet Joe Bush,1920,4.46,3.43,3.77
Bullet Joe Bush,1921,3.77,3.11,3.52
Bullet Joe Bush,1922,3.52,2.67,3.43
Bullet Joe Bush,1923,3.43,2.70,3.56
Bullet Joe Bush,1924,3.56,2.69,5.10
Bullet Joe Bush,1925,5.10,4.20,4.75
Bump Hadley,1927,2.84,2.12,3.53
Bump Hadley,1928,3.53,2.74,5.36
Bump Hadley,1929,5.36,4.18,3.90
Bump Hadley,1932,5.38,4.31,3.98
Bump Hadley,1933,3.98,3.06,4.40
Bump Hadley,1934,4.40,3.77,4.94
Bump Hadley,1935,4.94,3.94,4.99
Bump Hadley,1936,4.99,3.41,5.11
Bump Hadley,1937,5.11,4.14,3.72
Bump Hadley,1938,3.72,2.59,2.85
Burleigh Grimes,1917,4.04,2.99,1.87
Burleigh Grimes,1918,1.87,1.06,3.55
Burleigh Grimes,1919,3.55,2.39,2.30
Burleigh Grimes,1920,2.30,1.55,2.86
Burleigh Grimes,1921,2.86,2.08,4.48
Burleigh Grimes,1922,4.48,3.66,3.42
Burleigh Grimes,1923,3.42,2.70,3.85
Burleigh Grimes,1924,3.85,3.12,5.08
Burleigh Grimes,1925,5.08,4.05,3.71
Burleigh Grimes,1926,3.71,2.70,3.69
Burleigh Grimes,1927,3.69,2.91,3.40
Burleigh Grimes,1928,3.40,2.67,3.00
Burleigh Grimes,1929,3.00,2.26,4.23
Burleigh Grimes,1930,4.23,3.13,3.71
Burleigh Grimes,1931,3.71,2.54,4.71
Burt Hooton,1972,2.88,2.20,3.71
Burt Hooton,1973,3.71,2.93,4.58
Burt Hooton,1974,4.58,3.35,2.91
Burt Hooton,1975,2.91,2.17,3.26
Burt Hooton,1976,3.26,2.42,2.63
Burt Hooton,1977,2.63,2.07,2.71
Burt Hooton,1978,2.71,1.99,2.97
Burt Hooton,1979,2.97,2.48,3.68
Burt Hooton,1980,3.68,2.80,2.28
Burt Hooton,1981,2.28,1.25,4.03
Burt Hooton,1982,4.03,2.74,4.04
Buster Narum,1964,4.38,3.63,5.10
Byron Houck,1912,2.63,1.67,4.50
Byung-Hyun Kim,2005,4.37,3.04,5.57
Byung-Hyun Kim,2006,5.57,4.21,5.93
C.J. Wilson,2010,3.35,2.41,2.94
C.J. Wilson,2011,2.94,2.08,3.83
C.J. Wilson,2012,3.83,2.69,3.39
C.J. Wilson,2013,3.39,2.61,4.51
C.J. Wilson,2014,4.51,3.42,3.89
Cal Eldred,1992,1.79,0.29,4.01
Cal Eldred,1993,4.01,3.13,4.68
Cal Eldred,1997,4.99,3.93,4.80
Cal McLish,1958,2.89,2.22,3.58
Cal McLish,1959,3.58,2.82,4.77
Cal McLish,1960,4.77,3.51,4.55
Cal McLish,1961,4.55,3.73,3.71
Cal McLish,1962,3.71,2.66,3.22
Cal Quantrill,2021,3.12,1.69,3.38
Camilo Pascual,1956,6.32,4.99,4.14
Camilo Pascual,1957,4.14,2.76,3.23
Camilo Pascual,1958,3.23,2.37,2.64
Camilo Pascual,1959,2.64,1.93,2.95
Camilo Pascual,1960,2.95,1.80,3.42
Camilo Pascual,1961,3.42,2.78,3.37
Camilo Pascual,1962,3.37,2.54,2.46
Camilo Pascual,1963,2.46,1.83,3.30
Camilo Pascual,1964,3.30,2.72,3.35
Camilo Pascual,1967,3.32,2.61,2.69
Carl Erskine,1951,4.83,3.24,2.74
Carl Erskine,1952,2.74,1.89,3.56
Carl Erskine,1953,3.56,2.75,4.17
Carl Erskine,1954,4.17,3.51,3.72
Carl Erskine,1955,3.72,2.79,4.20
Carl Fischer,1931,4.93,3.87,5.48
Carl Fischer,1932,5.48,3.97,3.85
Carl Hubbell,1928,3.21,2.03,3.86
Carl Hubbell,1929,3.86,3.14,4.19
Carl Hubbell,1930,4.19,3.02,2.81
Carl Hubbell,1931,2.81,2.09,2.56
Carl Hubbell,1932,2.56,1.94,1.77
Carl Hubbell,1933,1.77,1.14,2.35
Carl Hubbell,1934,2.35,1.59,3.24
Carl Hubbell,1935,3.24,2.79,2.27
Carl Hubbell,1936,2.27,1.79,3.33
Carl Hubbell,1937,3.33,2.30,3.13
Carl Hubbell,1938,3.13,2.04,2.86
Carl Hubbell,1939,2.86,1.87,3.83
Carl Hubbell,1940,3.83,3.01,3.65
Carl Hubbell,1941,3.65,2.76,3.74
Carl Mays,1916,2.40,1.63,1.81
Carl Mays,1917,1.81,1.27,2.04
Carl Mays,1918,2.04,1.31,2.03
Carl Mays,1919,2.03,1.50,3.28
Carl Mays,1920,3.28,2.51,3.08
Carl Mays,1921,3.08,2.53,3.66
Carl Morton,1970,3.61,2.87,4.81
Carl Morton,1971,4.81,4.11,3.92
Carl Morton,1972,3.92,2.52,3.42
Carl Morton,1973,3.42,2.60,3.15
Carl Morton,1974,3.15,2.50,3.50
Carl Morton,1975,3.50,2.79,4.07
Carl Pavano,1998,4.07,2.87,5.59
Carl Pavano,2002,5.42,4.38,4.30
Carl Pavano,2003,4.30,3.08,3.00
Carl Pavano,2009,5.10,3.79,3.75
Carl Pavano,2010,3.75,2.72,4.30
Carl Scheib,1948,3.91,3.12,5.29
Carl Weilman,1913,3.78,2.81,2.13
Carl Weilman,1914,2.13,1.36,2.73
Carl Weilman,1915,2.73,2.12,2.21
Carl Weilman,1919,2.25,1.16,4.35
Carl Willey,1960,4.35,2.98,4.03
Carlos Carrasco,2015,3.63,2.55,3.32
Carlos Carrasco,2016,3.32,2.42,3.29
Carlos Carrasco,2017,3.29,2.20,3.33
Carlos Martinez,2015,3.04,1.91,3.04
Carlos Martinez,2016,3.04,2.23,3.64
Carlos Martinez,2017,3.64,2.81,3.41
Carlos Perez,1997,3.85,2.77,3.59
Carlos Rodon,2015,3.79,1.98,4.04
Carlos Rodon,2021,2.37,1.32,2.88
Carlos Silva,2004,4.21,3.29,3.44
Carlos Silva,2005,3.44,2.72,6.13
Carlos Silva,2006,6.13,4.96,4.19
Carlos Silva,2007,4.19,3.23,6.46
Carlos Zambrano,2003,3.11,2.09,2.75
Carlos Zambrano,2004,2.75,1.92,3.26
Carlos Zambrano,2005,3.26,2.28,3.41
Carlos Zambrano,2006,3.41,2.51,3.95
Carlos Zambrano,2007,3.95,2.88,3.91
Carlos Zambrano,2008,3.91,2.53,3.77
Carlos Zambrano,2009,3.77,2.74,3.19
Carlos Zambrano,2010,3.19,1.78,4.82
Carlos Zambrano,2011,4.82,3.23,4.54
Carmen Hill,1927,3.23,2.42,3.67
Casey Fossum,2004,6.65,5.11,5.07
Casey Fossum,2005,5.07,3.50,5.33
Casey Patten,1901,3.95,2.73,4.08
Casey Patten,1902,4.08,2.51,3.67
Casey Patten,1903,3.67,2.71,3.17
Catfish Hunter,1965,4.37,2.75,4.14
Catfish Hunter,1966,4.14,3.01,2.81
Catfish Hunter,1967,2.81,1.97,3.38
Catfish Hunter,1968,3.38,2.63,3.34
Catfish Hunter,1969,3.34,2.51,3.81
Catfish Hunter,1970,3.81,3.21,2.96
Catfish Hunter,1971,2.96,2.36,2.06
Catfish Hunter,1972,2.06,1.57,3.34
Catfish Hunter,1973,3.34,2.60,2.49
Catfish Hunter,1974,2.49,1.94,2.58
Catfish Hunter,1975,2.58,2.01,3.53
Catfish Hunter,1976,3.53,2.94,4.71
Catfish Hunter,1977,4.71,3.27,3.46
Catfish Hunter,1978,3.46,1.72,5.31
CC Sabathia,2001,4.39,3.23,4.37
CC Sabathia,2002,4.37,3.28,3.60
CC Sabathia,2003,3.60,2.66,4.12
CC Sabathia,2004,4.12,3.04,4.03
CC Sabathia,2005,4.03,2.80,3.22
CC Sabathia,2006,3.22,2.18,3.21
CC Sabathia,2007,3.21,2.44,2.70
CC Sabathia,2008,2.70,1.77,3.37
CC Sabathia,2009,3.37,2.55,3.18
CC Sabathia,2010,3.18,2.40,3.00
CC Sabathia,2011,3.00,2.27,3.38
CC Sabathia,2012,3.38,2.71,4.78
CC Sabathia,2015,4.73,3.67,3.91
CC Sabathia,2016,3.91,2.98,3.69
CC Sabathia,2017,3.69,2.46,3.65
CC Sabathia,2018,3.65,2.49,4.99
Chad Bettis,2015,4.23,2.63,4.79
Chad Billingsley,2007,3.38,2.05,3.16
Chad Billingsley,2008,3.16,2.04,3.98
Chad Billingsley,2009,3.98,3.15,3.57
Chad Billingsley,2010,3.57,2.51,4.21
Chad Billingsley,2011,4.21,3.21,3.55
Chad Ogea,1996,4.16,3.05,4.99
Chan Ho Park,1997,3.40,2.58,3.71
Chan Ho Park,1998,3.71,2.66,5.23
Chan Ho Park,1999,5.23,4.07,3.27
Chan Ho Park,2000,3.27,2.42,3.35
Chan Ho Park,2001,3.35,2.32,5.75
Chan Ho Park,2005,5.78,4.59,4.70
Charles Hudson,1983,3.35,2.58,4.04
Charles Hudson,1984,4.04,3.11,3.89
Charles Hudson,1985,3.89,2.94,5.24
Charles Nagy,1991,4.13,3.12,2.96
Charles Nagy,1994,3.45,2.61,4.55
Charles Nagy,1995,4.55,3.38,3.41
Charles Nagy,1996,3.41,2.71,4.28
Charles Nagy,1997,4.28,3.40,5.22
Charles Nagy,1998,5.22,4.07,4.84
Charley Schanz,1944,3.73,3.02,4.44
Charlie Hough,1982,3.95,3.06,3.23
Charlie Hough,1983,3.23,2.52,3.76
Charlie Hough,1984,3.76,2.73,3.31
Charlie Hough,1985,3.31,2.68,3.79
Charlie Hough,1986,3.79,2.88,3.79
Charlie Hough,1987,3.79,2.97,3.32
Charlie Hough,1988,3.32,2.48,4.35
Charlie Hough,1989,4.35,3.46,4.07
Charlie Hough,1990,4.07,3.28,3.95
Charlie Hough,1991,3.95,3.00,3.93
Charlie Hough,1992,3.93,3.06,4.27
Charlie Hough,1993,4.27,3.20,5.15
Charlie Lea,1982,3.24,2.35,3.12
Charlie Lea,1983,3.12,2.40,2.89
Charlie Leibrandt,1984,3.63,2.50,2.69
Charlie Leibrandt,1985,2.69,2.05,4.12
Charlie Leibrandt,1986,4.12,3.28,3.41
Charlie Leibrandt,1987,3.41,2.72,3.19
Charlie Leibrandt,1988,3.19,2.24,5.40
Charlie Leibrandt,1989,5.40,4.00,3.16
Charlie Leibrandt,1990,3.16,2.39,3.49
Charlie Leibrandt,1991,3.49,2.59,3.39
Charlie Leibrandt,1992,3.39,2.17,4.55
Charlie Morton,2013,3.26,1.94,3.72
Charlie Morton,2014,3.72,2.44,4.81
Charlie Morton,2017,3.62,2.86,3.13
Charlie Morton,2018,3.13,2.22,3.05
Charlie Morton,2021,3.34,2.50,4.34
Charlie Morton,2022,4.34,3.58,3.64
