GAMEID,Date,manager_name,team,win_loss
NYA195206040,06/04/1952,"""Paul Richards""",CHA,l
KC1195506040,06/04/1955,"""Lou Boudreau""",KC1,l
SFN195806040,06/04/1958,"""Fred Haney""",MLN,w
HOU197006040,06/04/1970,"""Harry Walker""",HOU,w
CHA197106040,06/04/1971,"""Billy Martin""",DET,l
CLE197206040,06/04/1972,"""Del Rice""",CAL,l
DET197406042,06/04/1974,"""Ralph Houk""",DET,w
SFN197606040,06/04/1976,"""Bill Rigney""",SFN,w
TEX197706040,06/04/1977,"""Alex Grammas""",MIL,w
OAK197706040,06/04/1977,"""Roy Hartsfield""",TOR,w
NYN197806040,06/04/1978,"""Roger Craig""",SDN,w
CHN197806040,06/04/1978,"""Bobby Cox""",ATL,l
DET198006040,06/04/1980,"""Darrell Johnson""",SEA,l
CLE199706040,06/04/1997,"""Terry Bevington""",CHA,w
BOS200506040,06/04/2005,"""Mike Scioscia""",ANA,w
LAN200506040,06/04/2005,"""Jim Tracy""",LAN,w
DET200606040,06/04/2006,"""Jim Leyland""",DET,l
MIL200606040,06/04/2006,"""Ned Yost""",MIL,l
COL200606040,06/04/2006,"""Clint Hurdle""",COL,l
ATL200806040,06/04/2008,"""Fredi Gonzalez""",FLO,w
DET200906040,06/04/2009,"""Jim Leyland""",DET,l
TEX201006040,06/04/2010,"""Ron Washington""",TEX,w
PHI201206040,06/04/2012,"""Don Mattingly""",LAN,w
LAN201306040,06/04/2013,"""Buddy Black""",SDN,l
LAN201406040,06/04/2014,"""Robin Ventura""",CHA,w
CHN201406040,06/04/2014,"""Rick Renteria""",CHN,w
HOU201506040,06/04/2015,"""Buck Showalter""",BAL,w
SDN202106040,06/04/2021,"""Luis Rojas""",NYN,l
CHN202206041,06/04/2022,"""Oliver Marmol""",SLN,l
CIN202206040,06/04/2022,"""Dave Martinez""",WAS,w
CLE190206050,06/05/1902,"""Jimmy Collins""",BOS,w
SLN190906050,06/05/1909,"""John McGraw""",NY1,w
PHI191206050,06/05/1912,"""Red Dooin""",PHI,l
CIN191706050,06/05/1917,"""John McGraw""",NY1,l
BOS191706050,06/05/1917,"""Jack Barry""",BOS,w
NYA192106050,06/05/1921,"""Miller Huggins""",NYA,w
BRO192406050,06/05/1924,"""Bill McKechnie""",PIT,l
WS1192906050,06/05/1929,"""Bucky Harris""",DET,l
BRO194706050,06/05/1947,"""Billy Herman""",PIT,l
WS1195406050,06/05/1954,"""Paul Richards""",CHA,w
DET195506052,06/05/1955,"""Paul Richards""",BAL,w
KC1195906050,06/05/1959,"""Paul Richards""",BAL,w
BAL196206050,06/05/1962,"""Mickey Vernon""",WS2,l
BAL196306050,06/05/1963,"""Billy Hitchcock""",BAL,l
CHN196306051,06/05/1963,"""Al Dark""",SFN,l
PHI196706050,06/05/1967,"""Leo Durocher""",CHN,w
CAL197706050,06/05/1977,"""Ralph Houk""",DET,l
SEA197806050,06/05/1978,"""Billy Martin""",NYA,l
ATL198306050,06/05/1983,"""Whitey Herzog""",SLN,w
CHA198306051,06/05/1983,"""Dick Howser""",KCA,w
LAN198406050,06/05/1984,"""Vern Rapp""",CIN,l
BOS198806050,06/05/1988,"""John McNamara""",BOS,l
ATL199106050,06/05/1991,"""Jim Fregosi""",PHI,w
CAL199406050,06/05/1994,"""Phil Garner""",MIL,l
COL200106050,06/05/2001,"""Larry Dierker""",HOU,l
MIN200206050,06/05/2002,"""Charlie Manuel""",CLE,w
CIN200306050,06/05/2003,"""Joe Torre""",NYA,w
SLN200306050,06/05/2003,"""Carlos Tosca""",TOR,l
PHI200506050,06/05/2005,"""Bob Melvin""",ARI,l
TBA200606050,06/05/2006,"""Joe Maddon""",TBA,w
COL200706050,06/05/2007,"""Phil Garner""",HOU,w
WAS201006050,06/05/2010,"""Jim Riggleman""",WAS,l
ARI201106050,06/05/2011,"""Jim Riggleman""",ARI,l
TBA201406050,06/05/2014,"""Mike Redmond""",MIA,w
CHN201606050,06/05/2016,"""Joe Maddon""",CHN,l
BOS202306050,06/05/2023,"""Alex Cora""",BOS,l
PIT202306050,06/05/2023,"""Mark Kotsay""",OAK,l
SDN202306050,06/05/2023,"""David Ross""",CHN,l
CHN190306060,06/06/1903,"""John McGraw""",NY1,w
DET190806060,06/06/1908,"""Deacon McGuire""",BOS,l
NYA191306060,06/06/1913,"""Joe Birmingham""",CLE,w
BOS191906060,06/06/1919,"""Hughie Jennings""",DET,l
PIT192506060,06/06/1925,"""Art Fletcher""",PHI,l
SLN193406060,06/06/1934,"""Frankie Frisch""",SLN,l
CHN193806060,06/06/1938,"""Charlie Grimm""",CHN,w
BRO194906060,06/06/1949,"""Billy Meyer""",PIT,l
CHN195006060,06/06/1950,"""Frankie Frisch""",CHN,w
BRO195106060,06/06/1951,"""Chuck Dressen""",BRO,w
NYA195406061,06/06/1954,"""Jimmy Dykes""",BAL,w
NYA195406062,06/06/1954,"""Jimmy Dykes""",BAL,l
MLN195406062,06/06/1954,"""Fred Haney""",PIT,w
LAN196106060,06/06/1961,"""Danny Murtaugh""",PIT,l
NYA196106060,06/06/1961,"""Sam Mele""",MIN,l
LAA196406060,06/06/1964,"""Yogi Berra""",NYA,w
LAN196906060,06/06/1969,"""Walter Alston""",LAN,w
ATL197006060,06/06/1970,"""Lum Harris""",ATL,l
MIL197106060,06/06/1971,"""Earl Weaver""",BAL,w
PIT197506060,06/06/1975,"""Wes Westrum""",SFN,l
CHA197606062,06/06/1976,"""Frank Robinson""",CLE,l
MIL198006060,06/06/1980,"""Sparky Anderson""",DET,l
SEA198006060,06/06/1980,"""Darrell Johnson""",SEA,l
NYA198206060,06/06/1982,"""Gene Michael""",NYA,l
OAK198206060,06/06/1982,"""Billy Martin""",OAK,l
NYA198406060,06/06/1984,"""Yogi Berra""",NYA,l
SDN198606060,06/06/1986,"""Steve Boros""",SDN,w
PHI198906060,06/06/1989,"""Jim Leyland""",PIT,l
KCA199106060,06/06/1991,"""Hal McRae""",KCA,w
BAL199306060,06/06/1993,"""Lou Piniella""",SEA,l
CLE199606060,06/06/1996,"""Lou Piniella""",SEA,w
COL200106060,06/06/2001,"""Buddy Bell""",COL,w
MON200106060,06/06/2001,"""Bobby Cox""",ATL,w
TOR200206060,06/06/2002,"""Hal McRae""",TBA,l
HOU200306060,06/06/2003,"""Lou Piniella""",TBA,l
ARI200306060,06/06/2003,"""Eric Wedge""",CLE,w
OAK200706060,06/06/2007,"""Terry Francona""",BOS,l
TOR201006060,06/06/2010,"""Joe Girardi""",NYA,w
SEA201006060,06/06/2010,"""Don Wakamatsu""",SEA,l
ARI201506060,06/06/2015,"""Chip Hale""",ARI,w
CLE201806060,06/06/2018,"""Craig Counsell""",MIL,l
SDN202106060,06/06/2021,"""Jayce Tingler""",SDN,l
HOU202206060,06/06/2022,"""Dusty Baker""",HOU,l
CIN202306060,06/06/2023,"""David Bell""",CIN,w
SLN190906070,06/07/1909,"""Roger Bresnahan""",SLN,l
NY1191006070,06/07/1910,"""Roger Bresnahan""",SLN,w
BRO191206070,06/07/1912,"""Bill Dahlen""",BRO,l
CHN191306070,06/07/1913,"""Johnny Evers""",CHN,w
SLA191606070,06/07/1916,"""Fielder Jones""",SLA,w
NYA191906070,06/07/1919,"""Miller Huggins""",NYA,w
CLE192406070,06/07/1924,"""Bucky Harris""",WS1,l
PIT194006070,06/07/1940,"""Frankie Frisch""",PIT,w
CIN194206072,06/07/1942,"""Casey Stengel""",BSN,l
BOS194206072,06/07/1942,"""Jimmy Dykes""",CHA,l
BOS195406072,06/07/1954,"""Fred Hutchinson""",DET,l
BRO195706070,06/07/1957,"""Birdie Tebbetts""",CIN,l
NYA196006070,06/07/1960,"""Al Lopez""",CHA,l
BOS196806070,06/07/1968,"""Eddie Stanky""",CHA,l
DET196806070,06/07/1968,"""Mayo Smith""",DET,w
SDN197206072,06/07/1972,"""Don Zimmer""",SDN,l
PHI197406070,06/07/1974,"""Danny Ozark""",PHI,l
CHA197406070,06/07/1974,"""Darrell Johnson""",BOS,l
KCA197706070,06/07/1977,"""Whitey Herzog""",KCA,w
ATL198106070,06/07/1981,"""Bobby Cox""",ATL,l
CLE198506070,06/07/1985,"""Pat Corrales""",CLE,l
TOR198906070,06/07/1989,"""Tom Trebelhorn""",MIL,l
TEX199206070,06/07/1992,"""Bobby Valentine""",TEX,w
MIL199206070,06/07/1992,"""John Wathan""",CAL,l
COL199406070,06/07/1994,"""Dallas Green""",NYN,l
NYA199506070,06/07/1995,"""Tony LaRussa""",OAK,l
KCA199606070,06/07/1996,"""Bob Boone""",KCA,w
PIT199706070,06/07/1997,"""Terry Francona""",PHI,l
FLO200306070,06/07/2003,"""Jack McKeon""",FLO,l
SLN200506070,06/07/2005,"""Terry Francona""",BOS,l
COL200606070,06/07/2006,"""Clint Hurdle""",COL,w
NYN200706070,06/07/2007,"""Charlie Manuel""",PHI,w
CIN201406070,06/07/2014,"""Ryne Sandberg""",PHI,l
NYA201506070,06/07/2015,"""Joe Girardi""",NYA,w
ARI201606070,06/07/2016,"""Chip Hale""",ARI,w
DET201906070,06/07/2019,"""Ron Gardenhire""",DET,l
MIN202206070,06/07/2022,"""Rocco Baldelli""",MIN,l
MIL202306070,06/07/2023,"""Brandon Hyde""",BAL,l
CHN191106080,06/08/1911,"""Bill Dahlen""",BRO,l
IND191406080,06/08/1914,"""Otto Knabe""",BLF,l
SLA191406080,06/08/1914,"""Clark Griffith""",WS1,l
CIN191706080,06/08/1917,"""John McGraw""",NY1,l
NY1191806082,06/08/1918,"""John McGraw""",NY1,l
NYA192106080,06/08/1921,"""Miller Huggins""",NYA,w
NY1192206080,06/08/1922,"""Bill Killefer""",CHN,l
PHA193306080,06/08/1933,"""Joe McCarthy""",NYA,l
BOS195206081,06/08/1952,"""Lou Boudreau""",BOS,w
NY1195306080,06/08/1953,"""Leo Durocher""",NY1,l
CHA195506080,06/08/1955,"""Paul Richards""",BAL,w
SLN195606080,06/08/1956,"""Bobby Bragan""",PIT,w
SLN196006080,06/08/1960,"""Solly Hemus""",SLN,l
LAA196306080,06/08/1963,"""Bill Rigney""",LAA,l
CHN196606080,06/08/1966,"""Walter Alston""",LAN,l
BOS197506080,06/08/1975,"""Darrell Johnson""",BOS,l
NYN197706080,06/08/1977,"""Joe Torre""",NYN,l
MIN197806080,06/08/1978,"""Gene Mauch""",MIN,l
OAK198006080,06/08/1980,"""Billy Martin""",OAK,l
BAL198706080,06/08/1987,"""John McNamara""",BOS,w
SDN199006080,06/08/1990,"""Tom Lasorda""",LAN,l
MIL199506080,06/08/1995,"""Mike Hargrove""",CLE,w
BOS199606080,06/08/1996,"""Phil Garner""",MIL,w
COL199606080,06/08/1996,"""Bobby Cox""",ATL,l
SDN199606080,06/08/1996,"""Bruce Bochy""",SDN,l
SFN199806080,06/08/1998,"""Lou Piniella""",SEA,l
PHI199806080,06/08/1998,"""Ray Miller""",BAL,w
BAL200206080,06/08/2002,"""Mike Hargrove""",BAL,l
MIL200506080,06/08/2005,"""Joe Torre""",NYA,w
SFN200506080,06/08/2005,"""Buddy Bell""",KCA,w
BAL200706080,06/08/2007,"""Clint Hurdle""",BAL,l
CHA200706080,06/08/2007,"""Phil Garner""",HOU,w
DET201306080,06/08/2013,"""Terry Francona""",CLE,l
PIT201406080,06/08/2014,"""Clint Hurdle""",PIT,l
TOR201506080,06/08/2015,"""John Gibbons""",TOR,w
NYN201906080,06/08/2019,"""Mickey Callaway""",NYN,w
KCA201906080,06/08/2019,"""Ned Yost""",KCA,l
NYA190506090,06/09/1905,"""Clark Griffith""",NYA,l
WS1190506090,06/09/1905,"""Bill Armour""",DET,w
PHI190606090,06/09/1906,"""Hugh Duffy""",PHI,l
PHI192606090,06/09/1926,"""Bill McKechnie""",PIT,w
BOS194306090,06/09/1943,"""Ossie Bluege""",WS1,l
PIT194606091,06/09/1946,"""Mel Ott""",NY1,l
PIT194606092,06/09/1946,"""Mel Ott""",NY1,l
BSN194906090,06/09/1949,"""Bucky Walters""",CIN,l
PIT195206090,06/09/1952,"""Billy Meyer""",PIT,l
NY1195306090,06/09/1953,"""Leo Durocher""",NY1,l
BAL196006092,06/09/1960,"""Jimmy Dykes""",DET,w
CHN196906090,06/09/1969,"""Leo Durocher""",CHN,l
KCA197206090,06/09/1972,"""Ralph Houk""",NYA,l
CLE197506090,06/09/1975,"""Frank Quilici""",MIN,w
BAL197506090,06/09/1975,"""Earl Weaver""",BAL,l
NYA197606090,06/09/1976,"""Billy Martin""",NYA,w
TEX198106090,06/09/1981,"""Sparky Anderson""",DET,w
NYA198706090,06/09/1987,"""Lou Piniella""",NYA,l
MIN199006090,06/09/1990,"""Tom Kelly""",MIN,l
PHI199206090,06/09/1992,"""Jim Fregosi""",PHI,l
NYN199906090,06/09/1999,"""Bobby Valentine""",NYN,w
DET199906090,06/09/1999,"""Gene Lamont""",PIT,w
CLE199906090,06/09/1999,"""Phil Garner""",MIL,l
SEA200406090,06/09/2004,"""Bob Melvin""",SEA,l
PIT200806090,06/09/2008,"""Bob Melvin""",ARI,l
ARI201206090,06/09/2012,"""Bob Melvin""",OAK,l
ANA201406090,06/09/2014,"""Mike Scioscia""",ANA,w
ANA201906090,06/09/2019,"""Brad Ausmus""",ANA,l
CLE202206090,06/09/2022,"""Terry Francona""",CLE,w
NY1190406100,06/10/1904,"""John McGraw""",NY1,w
CHA190606100,06/10/1906,"""Clark Griffith""",NYA,l
PIT191106100,06/10/1911,"""Bill Dahlen""",BRO,l
WS1191906100,06/10/1919,"""Clark Griffith""",WS1,l
BOS192706100,06/10/1927,"""Bill Carrigan""",BOS,l
CHA193006100,06/10/1930,"""Donie Bush""",CHA,w
PIT194806100,06/10/1948,"""Leo Durocher""",BRO,l
CHN195006100,06/10/1950,"""Frankie Frisch""",CHN,w
DET195106101,06/10/1951,"""Red Rolfe""",DET,w
SLN195406100,06/10/1954,"""Eddie Stanky""",SLN,l
BOS196006100,06/10/1960,"""Al Lopez""",CHA,w
NYA196206101,06/10/1962,"""Billy Hitchcock""",BAL,w
CAL196606100,06/10/1966,"""Bill Rigney""",CAL,l
CAL197806100,06/10/1978,"""Billy Martin""",NYA,l
NYA198406100,06/10/1984,"""Bobby Cox""",TOR,l
MIL198606100,06/10/1986,"""Earl Weaver""",BAL,l
CLE199606100,06/10/1996,"""Mike Hargrove""",CLE,w
DET199706100,06/10/1997,"""Art Howe""",OAK,l
ATL199806100,06/10/1998,"""Bobby Cox""",ATL,l
CHA200106100,06/10/2001,"""Jerry Manuel""",CHA,w
MIN200206100,06/10/2002,"""Bobby Cox""",ATL,l
DET200406100,06/10/2004,"""Alan Trammell""",DET,w
SDN200506100,06/10/2005,"""Bruce Bochy""",SDN,l
KCA200806100,06/10/2008,"""Trey Hillman""",KCA,l
COL201206100,06/10/2012,"""Jim Tracy""",COL,l
BOS201206100,06/10/2012,"""Bobby Valentine""",BOS,l
MIN201506100,06/10/2015,"""Paul Molitor""",MIN,l
TEX201806100,06/10/2018,"""Jeff Banister""",TEX,l
ATL201906100,06/10/2019,"""Clint Hurdle""",PIT,l
BOS202106100,06/10/2021,"""Dusty Baker""",HOU,l
WAS202206100,06/10/2022,"""Craig Counsell""",MIL,l
ANA202306100,06/10/2023,"""Phil Nevin""",ANA,l
PHI202306100,06/10/2023,"""Rob Thomson""",PHI,l
CIN191306110,06/11/1913,"""Joe Tinker""",CIN,w
PIT191906110,06/11/1919,"""Hugo Bezdek""",PIT,w
DET193206110,06/11/1932,"""Bucky Harris""",DET,l
BSN193906111,06/11/1939,"""Casey Stengel""",BSN,w
PIT194406111,06/11/1944,"""Frankie Frisch""",PIT,l
SLA194406112,06/11/1944,"""Luke Sewell""",SLA,w
PIT194806110,06/11/1948,"""Leo Durocher""",BRO,w
BOS195206110,06/11/1952,"""Marty Marion""",SLA,l
SLN195206110,06/11/1952,"""Chuck Dressen""",BRO,l
CHN195406110,06/11/1954,"""Stan Hack""",CHN,w
SFN196006110,06/11/1960,"""Bill Rigney""",SFN,l
NYA196206110,06/11/1962,"""Billy Hitchcock""",BAL,l
CAL196506110,06/11/1965,"""Bill Rigney""",CAL,l
HOU196906110,06/11/1969,"""Harry Walker""",HOU,l
NYN197106110,06/11/1971,"""Gil Hodges""",NYN,l
SFN197206112,06/11/1972,"""Charlie Fox""",SFN,w
KCA197506110,06/11/1975,"""Frank Robinson""",CLE,l
SEA198306110,06/11/1983,"""Rene Lachemann""",SEA,l
BAL198706110,06/11/1987,"""Cal Ripken""",BAL,l
CHA198806110,06/11/1988,"""Tom Trebelhorn""",MIL,l
SLN198806110,06/11/1988,"""Don Zimmer""",CHN,w
PHI199006112,06/11/1990,"""Nick Leyva""",PHI,l
SFN199306110,06/11/1993,"""Jim Lefebvre""",CHN,l
CHN199506110,06/11/1995,"""Jim Riggleman""",CHN,l
SDN199606110,06/11/1996,"""Bruce Bochy""",SDN,l
SLN199906110,06/11/1999,"""Tony LaRussa""",SLN,l
MIN200606110,06/11/2006,"""Ron Gardenhire""",MIN,w
MIL200606110,06/11/2006,"""Ned Yost""",MIL,l
HOU200806110,06/11/2008,"""Cecil Cooper""",HOU,l
ANA200806110,06/11/2008,"""Joe Maddon""",TBA,l
TOR200806110,06/11/2008,"""John Gibbons""",TOR,l
ATL200906110,06/11/2009,"""Bobby Cox""",ATL,l
LAN201306110,06/11/2013,"""Kirk Gibson""",ARI,l
PIT201306110,06/11/2013,"""Bruce Bochy""",SFN,l
NYN201406110,06/11/2014,"""Terry Collins""",NYN,l
ATL201506110,06/11/2015,"""Buddy Black""",SDN,w
BOS201906110,06/11/2019,"""Alex Cora""",BOS,l
BLA190106120,06/12/1901,"""Clark Griffith""",CHA,l
DET191606120,06/12/1916,"""Bill Donovan""",NYA,l
CHN191706120,06/12/1917,"""Fred Mitchell""",CHN,l
BSN193506121,06/12/1935,"""Frankie Frisch""",SLN,w
CHA193506120,06/12/1935,"""Bucky Harris""",WS1,l
CIN195106120,06/12/1951,"""Leo Durocher""",NY1,w
BRO195506122,06/12/1955,"""Walter Alston""",BRO,w
LAN196406120,06/12/1964,"""Johnny Keane""",SLN,l
LAN196906120,06/12/1969,"""Walter Alston""",LAN,l
HOU196906120,06/12/1969,"""Larry Shepard""",PIT,w
CAL197306120,06/12/1973,"""Eddie Kasko""",BOS,w
CIN197506120,06/12/1975,"""Red Schoendienst""",SLN,l
CHN197606120,06/12/1976,"""Bill Virdon""",HOU,l
PHI198206120,06/12/1982,"""Pat Corrales""",PHI,l
OAK198306121,06/12/1983,"""Tony LaRussa""",CHA,w
OAK198406120,06/12/1984,"""Jackie Moore""",OAK,l
LAN198406120,06/12/1984,"""Tom Lasorda""",LAN,w
BOS198406120,06/12/1984,"""Yogi Berra""",NYA,l
TOR199506120,06/12/1995,"""Cito Gaston""",TOR,w
FLO199906120,06/12/1999,"""Joe Torre""",NYA,w
MIN200106120,06/12/2001,"""Larry Dierker""",HOU,l
ANA200206120,06/12/2002,"""Lloyd McClendon""",PIT,l
CHA200406120,06/12/2004,"""Ozzie Guillen""",CHA,w
MIN200406120,06/12/2004,"""Larry Bowa""",PHI,l
OAK200406120,06/12/2004,"""Lloyd McClendon""",PIT,l
PHI201106120,06/12/2011,"""Charlie Manuel""",PHI,w
PIT201106120,06/12/2011,"""Clint Hurdle""",PIT,l
COL201406120,06/12/2014,"""Walt Weiss""",COL,w
ANA201506120,06/12/2015,"""Mike Scioscia""",ANA,w
ATL201806120,06/12/2018,"""Mickey Callaway""",NYN,l
TBA201906120,06/12/2019,"""Bob Melvin""",OAK,w
CIN202106120,06/12/2021,"""David Bell""",CIN,w
ARI202306120,06/12/2023,"""Torey Lovullo""",ARI,w
SLN190506130,06/13/1905,"""Jimmy Burke""",SLN,l
BSN191006131,06/13/1910,"""Fred Lake""",BSN,l
PIT191106130,06/13/1911,"""Bill Dahlen""",BRO,l
CIN191906130,06/13/1919,"""Pat Moran""",CIN,w
CHA194406130,06/13/1944,"""Jimmy Dykes""",CHA,l
DET195706130,06/13/1957,"""Paul Richards""",BAL,l
SLN195806130,06/13/1958,"""Fred Hutchinson""",SLN,l
SLN196506132,06/13/1965,"""Bobby Bragan""",MLN,l
CAL196706132,06/13/1967,"""Joe Adcock""",CLE,l
CIN196906130,06/13/1969,"""Dave Bristol""",CIN,l
KCA197006130,06/13/1970,"""Bob Lemon""",KCA,l
CLE197306130,06/13/1973,"""Whitey Herzog""",TEX,w
CIN197606132,06/13/1976,"""Sparky Anderson""",CIN,l
DET197806130,06/13/1978,"""George Bamberger""",MIL,w
CLE198006130,06/13/1980,"""Gene Mauch""",MIN,l
LAN198406130,06/13/1984,"""Tom Lasorda""",LAN,l
OAK198606130,06/13/1986,"""Jackie Moore""",OAK,l
PIT199106130,06/13/1991,"""Jim Leyland""",PIT,l
MON199106130,06/13/1991,"""Lou Piniella""",CIN,w
SLN199206130,06/13/1992,"""Jim Fregosi""",PHI,l
COL199306130,06/13/1993,"""Art Howe""",HOU,l
MON199406130,06/13/1994,"""Jim Leyland""",PIT,l
NYA199606130,06/13/1996,"""Joe Torre""",NYA,l
TOR200106130,06/13/2001,"""Bobby Cox""",ATL,l
CIN200306130,06/13/2003,"""Larry Bowa""",PHI,l
CLE200406130,06/13/2004,"""Dave Miley""",CIN,l
CHA200406130,06/13/2004,"""Bobby Cox""",ATL,l
FLO200706130,06/13/2007,"""Fredi Gonzalez""",FLO,l
SLN200806130,06/13/2008,"""Tony LaRussa""",SLN,l
DET201106130,06/13/2011,"""Joe Maddon""",TBA,l
PHI201406130,06/13/2014,"""Ryne Sandberg""",PHI,l
CHA201606130,06/13/2016,"""Robin Ventura""",CHA,w
ATL201906130,06/13/2019,"""Brian Snitker""",ATL,w
CHF191406141,06/14/1914,"""Otto Knabe""",BLF,l
DET191406140,06/14/1914,"""Frank Chance""",NYA,l
BOS193306140,06/14/1933,"""Joe McCarthy""",NYA,l
SLA194006140,06/14/1940,"""Fred Haney""",SLA,l
BOS194206142,06/14/1942,"""Del Baker""",DET,l
CIN194406140,06/14/1944,"""Frankie Frisch""",PIT,l
CLE195206140,06/14/1952,"""Al Lopez""",CLE,l
BRO195306142,06/14/1953,"""Phil Cavarretta""",CHN,t
NYA195606140,06/14/1956,"""Marty Marion""",CHA,l
PIT195706140,06/14/1957,"""Bobby Bragan""",PIT,l
LAN195806140,06/14/1958,"""Danny Murtaugh""",PIT,l
BAL195806140,06/14/1958,"""Paul Richards""",BAL,l
PIT196106140,06/14/1961,"""Danny Murtaugh""",PIT,w
BAL196606140,06/14/1966,"""Ralph Houk""",NYA,l
BOS196706142,06/14/1967,"""Eddie Stanky""",CHA,l
DET197106140,06/14/1971,"""Billy Martin""",DET,w
MON197306140,06/14/1973,"""Don Zimmer""",SDN,l
TEX197406140,06/14/1974,"""Del Crandall""",MIL,l
MIN197506140,06/14/1975,"""Earl Weaver""",BAL,w
CAL198006140,06/14/1980,"""Jim Fregosi""",CAL,l
OAK198406140,06/14/1984,"""Pat Corrales""",CLE,l
CAL198606140,06/14/1986,"""Dick Howser""",KCA,l
CHN198606140,06/14/1986,"""Gene Michael""",CHN,l
PIT198706140,06/14/1987,"""Davey Johnson""",NYN,w
SLN198706140,06/14/1987,"""Gene Michael""",CHN,l
SEA198706140,06/14/1987,"""Dick Williams""",SEA,w
DET198806140,06/14/1988,"""Frank Robinson""",BAL,l
BAL198906140,06/14/1989,"""Frank Robinson""",BAL,l
COL199306140,06/14/1993,"""Don Baylor""",COL,l
BOS199806140,06/14/1998,"""Larry Rothschild""",TBA,l
PHI200606140,06/14/2006,"""Charlie Manuel""",PHI,l
NYA200606140,06/14/2006,"""Joe Torre""",NYA,w
BAL200706140,06/14/2007,"""Sam Perlozzo""",BAL,l
NYA200906140,06/14/2009,"""Jerry Manuel""",NYN,l
CHN201106140,06/14/2011,"""Mike Quade""",CHN,w
KCA201206140,06/14/2012,"""Ned Yost""",KCA,w
PIT201506140,06/14/2015,"""Clint Hurdle""",PIT,w
CLE202106140,06/14/2021,"""Brandon Hyde""",BAL,l
LAN202306140,06/14/2023,"""Pedro Grifol""",CHA,w
NY1191006150,06/15/1910,"""Fred Clarke""",PIT,l
PHI191006150,06/15/1910,"""Red Dooin""",PHI,t
WS1191706150,06/15/1917,"""Clark Griffith""",WS1,l
PIT192906150,06/15/1929,"""Donie Bush""",PIT,l
SLA193806150,06/15/1938,"""Gabby Street""",SLA,l
NY1194306150,06/15/1943,"""Mel Ott""",NY1,w
CHN194706150,06/15/1947,"""Ben Chapman""",PHI,w
NY1195706150,06/15/1957,"""Birdie Tebbetts""",CIN,l
MIN196606152,06/15/1966,"""Bill Rigney""",CAL,w
BOS196706150,06/15/1967,"""Eddie Stanky""",CHA,l
BOS196906150,06/15/1969,"""Dick Williams""",BOS,l
CHN197506150,06/15/1975,"""Sparky Anderson""",CIN,l
NYA197506150,06/15/1975,"""Chuck Tanner""",CHA,l
TEX197506150,06/15/1975,"""Billy Martin""",TEX,l
LAN197806150,06/15/1978,"""Joe Torre""",NYN,l
NYN197906150,06/15/1979,"""Bobby Cox""",ATL,l
PHI198006150,06/15/1980,"""Jerry Coleman""",SDN,l
PIT198506150,06/15/1985,"""Chuck Tanner""",PIT,l
NYN198606152,06/15/1986,"""Jim Leyland""",PIT,l
TOR198606150,06/15/1986,"""Sparky Anderson""",DET,l
CHN198806150,06/15/1988,"""Don Zimmer""",CHN,w
CLE199106150,06/15/1991,"""John McNamara""",CLE,l
COL199306150,06/15/1993,"""Don Baylor""",COL,l
NYA199306150,06/15/1993,"""Butch Hobson""",BOS,l
CHN199806150,06/15/1998,"""Jim Riggleman""",CHN,w
SDN200106150,06/15/2001,"""Bruce Bochy""",SDN,l
BOS200306150,06/15/2003,"""Grady Little""",BOS,w
MIL200806150,06/15/2008,"""Ron Gardenhire""",MIN,l
TOR200806150,06/15/2008,"""John Gibbons""",TOR,l
SFN201406150,06/15/2014,"""Bruce Bochy""",SFN,l
CHA201406150,06/15/2014,"""Ned Yost""",KCA,w
CHA201706150,06/15/2017,"""Rick Renteria""",CHA,w
ATL201806150,06/15/2018,"""Andy Green""",SDN,w
CHA201906150,06/15/2019,"""Rick Renteria""",CHA,l
COL201906150,06/15/2019,"""Andy Green""",SDN,l
DET201906150,06/15/2019,"""Ron Gardenhire""",DET,l
OAK201906150,06/15/2019,"""Scott Servais""",SEA,l
TEX202306150,06/15/2023,"""Bruce Bochy""",TEX,l
BOS191506160,06/16/1916,"""Bill Carrigan""",BOS,w
CHA191806160,06/16/1918,"""Pants Rowland""",CHA,w
BSN192206160,06/16/1922,"""Fred Mitchell""",BSN,l
WS1192306160,06/16/1923,"""Donie Bush""",WS1,l
SLN192506160,06/16/1925,"""Art Fletcher""",PHI,l
SLN193106160,06/16/1931,"""Gabby Street""",SLN,w
NYA194706160,06/16/1947,"""Ted Lyons""",CHA,l
CHN195106160,06/16/1951,"""Chuck Dressen""",BRO,l
MLN195306161,06/16/1953,"""Steve O'Neill""",PHI,l
BRO195706161,06/16/1957,"""Walter Alston""",BRO,l
DET196106160,06/16/1961,"""Ralph Houk""",NYA,l
ATL197406160,06/16/1974,"""Eddie Mathews""",ATL,l
MIN197506160,06/16/1975,"""Al Dark""",OAK,l
PIT197506160,06/16/1975,"""Red Schoendienst""",SLN,l
MIN197706160,06/16/1977,"""Gene Mauch""",MIN,w
NYN197906160,06/16/1979,"""Bobby Cox""",ATL,l
OAK198206160,06/16/1982,"""Tony LaRussa""",CHA,w
SDN198906160,06/16/1989,"""Jack McKeon""",SDN,l
CIN199006160,06/16/1990,"""Art Howe""",HOU,l
PHI199106160,06/16/1991,"""Jim Fregosi""",PHI,l
NYA199306160,06/16/1993,"""Buck Showalter""",NYA,l
CLE199706160,06/16/1997,"""Mike Hargrove""",CLE,l
